	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV4535	unknown	unknown	unknown	unknown	unknown
ASV4536	unknown	unknown	unknown	unknown	unknown
ASV4537	unknown	unknown	unknown	unknown	unknown
ASV4538	unknown	unknown	unknown	unknown	unknown
ASV4539	unknown	unknown	unknown	unknown	unknown
ASV4540	unknown	unknown	unknown	unknown	unknown
ASV4541	unknown	unknown	unknown	unknown	unknown
ASV4542	unknown	unknown	unknown	unknown	unknown
ASV4543	unknown	unknown	unknown	unknown	unknown
ASV4544	unknown	unknown	unknown	unknown	unknown
ASV4545	unknown	unknown	unknown	unknown	unknown
ASV4546	unknown	unknown	unknown	unknown	unknown
ASV4547	unknown	unknown	unknown	unknown	unknown
ASV4548	unknown	unknown	unknown	unknown	unknown
ASV4549	unknown	unknown	unknown	unknown	unknown
ASV4550	unknown	unknown	unknown	unknown	unknown
ASV4551	unknown	unknown	unknown	unknown	unknown
ASV4552	unknown	unknown	unknown	unknown	unknown
ASV4553	unknown	unknown	unknown	unknown	unknown
ASV4554	unknown	unknown	unknown	unknown	unknown
ASV4555	unknown	unknown	unknown	unknown	unknown
ASV4556	unknown	unknown	unknown	unknown	unknown
ASV4557	unknown	unknown	unknown	unknown	unknown
ASV4558	unknown	unknown	unknown	unknown	unknown
ASV4559	unknown	unknown	unknown	unknown	unknown
ASV4560	unknown	unknown	unknown	unknown	unknown
ASV4561	unknown	unknown	unknown	unknown	unknown
ASV4562	unknown	unknown	unknown	unknown	unknown
ASV4563	unknown	unknown	unknown	unknown	unknown
ASV4564	unknown	unknown	unknown	unknown	unknown
ASV4565	unknown	unknown	unknown	unknown	unknown
ASV4566	unknown	unknown	unknown	unknown	unknown
ASV4567	unknown	unknown	unknown	unknown	unknown
ASV4568	unknown	unknown	unknown	unknown	unknown
ASV4569	unknown	unknown	unknown	unknown	unknown
ASV4570	unknown	unknown	unknown	unknown	unknown
ASV4571	unknown	unknown	unknown	unknown	unknown
ASV4572	unknown	unknown	unknown	unknown	unknown
ASV4573	unknown	unknown	unknown	unknown	unknown
ASV4574	unknown	unknown	unknown	unknown	unknown
ASV4575	unknown	unknown	unknown	unknown	unknown
ASV4576	unknown	unknown	unknown	unknown	unknown
ASV4577	unknown	unknown	unknown	unknown	unknown
ASV4578	yes	anaerobe	unknown	unknown	unknown
ASV4579	unknown	unknown	unknown	unknown	unknown
ASV4580	unknown	unknown	unknown	unknown	unknown
ASV4581	unknown	unknown	unknown	unknown	unknown
ASV4582	unknown	unknown	unknown	unknown	unknown
ASV4583	unknown	unknown	unknown	unknown	unknown
ASV4584	unknown	unknown	unknown	unknown	unknown
ASV4585	unknown	unknown	unknown	unknown	unknown
ASV4586	unknown	unknown	unknown	unknown	unknown
ASV4587	unknown	unknown	unknown	unknown	unknown
ASV4588	unknown	unknown	unknown	unknown	unknown
ASV4589	unknown	unknown	unknown	unknown	unknown
ASV4590	unknown	unknown	unknown	unknown	unknown
ASV4591	unknown	unknown	unknown	unknown	unknown
ASV4592	unknown	unknown	unknown	unknown	unknown
ASV4593	unknown	unknown	unknown	unknown	unknown
ASV4594	unknown	unknown	unknown	unknown	unknown
ASV4595	unknown	unknown	unknown	unknown	unknown
ASV4596	unknown	unknown	unknown	unknown	unknown
ASV4597	unknown	unknown	unknown	unknown	unknown
ASV4598	unknown	unknown	unknown	unknown	unknown
ASV4599	unknown	unknown	unknown	unknown	unknown
ASV4600	unknown	unknown	unknown	unknown	unknown
ASV4601	unknown	unknown	unknown	unknown	unknown
ASV4602	unknown	unknown	unknown	unknown	unknown
ASV4603	unknown	unknown	unknown	unknown	unknown
ASV4604	unknown	unknown	unknown	unknown	unknown
ASV4605	yes	anaerobe	negative	unknown	no
ASV4606	unknown	unknown	unknown	unknown	unknown
ASV4607	yes	unknown	unknown	unknown	unknown
ASV4608	unknown	unknown	unknown	unknown	unknown
ASV4609	unknown	unknown	unknown	unknown	unknown
ASV4610	yes	unknown	unknown	unknown	unknown
ASV4611	unknown	unknown	unknown	unknown	unknown
ASV4612	unknown	unknown	unknown	unknown	unknown
ASV4613	unknown	unknown	unknown	unknown	unknown
ASV4614	unknown	unknown	unknown	unknown	unknown
ASV4615	unknown	unknown	unknown	unknown	unknown
ASV4616	yes	anaerobe	unknown	unknown	unknown
ASV4617	unknown	unknown	unknown	unknown	unknown
ASV4618	unknown	unknown	unknown	unknown	unknown
ASV4619	unknown	unknown	unknown	unknown	unknown
ASV4620	unknown	unknown	unknown	unknown	unknown
ASV4621	unknown	unknown	unknown	unknown	unknown
ASV4622	yes	unknown	negative	unknown	no
ASV4623	unknown	unknown	unknown	unknown	unknown
ASV4624	unknown	unknown	unknown	unknown	unknown
ASV4625	yes	unknown	unknown	unknown	unknown
ASV4626	unknown	unknown	unknown	unknown	unknown
ASV4627	unknown	unknown	unknown	unknown	unknown
ASV4628	unknown	unknown	unknown	unknown	unknown
ASV4629	unknown	unknown	unknown	unknown	unknown
ASV4630	no	unknown	unknown	unknown	unknown
ASV4631	unknown	unknown	unknown	unknown	unknown
ASV4632	unknown	unknown	unknown	unknown	unknown
ASV4633	unknown	unknown	unknown	unknown	unknown
ASV4634	unknown	unknown	unknown	unknown	unknown
ASV4635	unknown	unknown	unknown	unknown	unknown
ASV4636	yes	anaerobe	unknown	unknown	unknown
ASV4637	unknown	unknown	unknown	unknown	unknown
ASV4638	yes	anaerobe	unknown	unknown	unknown
ASV4639	unknown	unknown	unknown	unknown	unknown
ASV4640	unknown	unknown	unknown	unknown	unknown
ASV4641	yes	anaerobe	positive	unknown	no
ASV4642	unknown	unknown	unknown	unknown	unknown
ASV4643	unknown	unknown	unknown	unknown	unknown
ASV4644	unknown	unknown	unknown	unknown	unknown
ASV4645	unknown	unknown	unknown	unknown	unknown
ASV4646	unknown	unknown	unknown	unknown	unknown
ASV4647	unknown	unknown	unknown	unknown	unknown
ASV4648	unknown	unknown	unknown	unknown	unknown
ASV4649	unknown	unknown	unknown	unknown	unknown
ASV4650	unknown	unknown	unknown	unknown	unknown
ASV4651	unknown	unknown	unknown	unknown	unknown
ASV4652	unknown	unknown	unknown	unknown	unknown
ASV4653	unknown	unknown	unknown	unknown	unknown
ASV4654	unknown	unknown	unknown	unknown	unknown
ASV4655	yes	anaerobe	negative	unknown	no
ASV4656	unknown	unknown	unknown	unknown	unknown
ASV4657	unknown	unknown	unknown	unknown	unknown
ASV4658	unknown	unknown	unknown	unknown	unknown
ASV4659	unknown	unknown	unknown	unknown	unknown
ASV4660	unknown	unknown	unknown	unknown	unknown
ASV4661	unknown	unknown	unknown	unknown	unknown
ASV4662	unknown	unknown	unknown	unknown	unknown
ASV4663	unknown	unknown	unknown	unknown	unknown
ASV4664	unknown	unknown	unknown	unknown	unknown
ASV4665	unknown	unknown	unknown	unknown	unknown
ASV4666	unknown	unknown	unknown	unknown	unknown
ASV4667	unknown	unknown	unknown	unknown	unknown
ASV4668	unknown	unknown	unknown	unknown	unknown
ASV4669	unknown	unknown	unknown	unknown	unknown
ASV4670	unknown	unknown	unknown	unknown	unknown
ASV4671	unknown	unknown	unknown	unknown	unknown
ASV4672	yes	unknown	unknown	unknown	unknown
ASV4673	unknown	unknown	unknown	unknown	unknown
ASV4674	unknown	unknown	unknown	unknown	unknown
ASV4675	unknown	unknown	unknown	unknown	unknown
ASV4676	unknown	unknown	unknown	unknown	unknown
ASV4677	unknown	unknown	unknown	unknown	unknown
ASV4678	unknown	unknown	unknown	unknown	unknown
ASV4679	unknown	unknown	unknown	unknown	unknown
ASV4680	unknown	unknown	unknown	unknown	unknown
ASV4681	unknown	unknown	unknown	unknown	unknown
ASV4682	unknown	unknown	unknown	unknown	unknown
ASV4683	unknown	unknown	unknown	unknown	unknown
ASV4684	unknown	unknown	unknown	unknown	unknown
ASV4685	unknown	unknown	unknown	unknown	unknown
ASV4686	unknown	unknown	unknown	unknown	unknown
ASV4687	unknown	unknown	unknown	unknown	unknown
ASV4688	unknown	unknown	unknown	unknown	unknown
ASV4689	unknown	unknown	unknown	unknown	unknown
ASV4690	unknown	unknown	unknown	unknown	unknown
ASV4691	unknown	unknown	unknown	unknown	unknown
ASV4692	unknown	unknown	unknown	unknown	unknown
ASV4693	unknown	unknown	unknown	unknown	unknown
ASV4694	unknown	unknown	unknown	unknown	unknown
ASV4695	unknown	unknown	unknown	unknown	unknown
ASV4696	unknown	unknown	unknown	unknown	unknown
ASV4697	unknown	unknown	unknown	unknown	unknown
ASV4698	unknown	unknown	unknown	unknown	unknown
ASV4699	unknown	unknown	unknown	unknown	unknown
ASV4700	unknown	unknown	unknown	unknown	unknown
ASV4701	unknown	unknown	unknown	unknown	unknown
ASV4702	yes	unknown	unknown	unknown	unknown
ASV4703	unknown	unknown	unknown	unknown	unknown
ASV4704	unknown	unknown	unknown	unknown	unknown
ASV4705	unknown	unknown	unknown	unknown	unknown
ASV4706	unknown	unknown	unknown	unknown	unknown
ASV4707	unknown	unknown	unknown	unknown	unknown
ASV4708	unknown	unknown	unknown	unknown	unknown
ASV4709	unknown	unknown	unknown	unknown	unknown
ASV4710	unknown	unknown	unknown	unknown	unknown
ASV4711	unknown	unknown	unknown	unknown	unknown
ASV4712	unknown	unknown	unknown	unknown	unknown
ASV4713	unknown	unknown	unknown	unknown	unknown
ASV4714	unknown	unknown	unknown	unknown	unknown
ASV4715	unknown	unknown	unknown	unknown	unknown
ASV4716	unknown	unknown	unknown	unknown	unknown
ASV4717	unknown	unknown	unknown	unknown	unknown
ASV4718	unknown	unknown	unknown	unknown	unknown
ASV4719	unknown	unknown	unknown	unknown	unknown
ASV4720	unknown	unknown	unknown	unknown	unknown
ASV4721	unknown	unknown	unknown	unknown	unknown
ASV4722	unknown	unknown	unknown	unknown	unknown
ASV4723	unknown	unknown	unknown	unknown	unknown
ASV4724	unknown	unknown	unknown	unknown	unknown
ASV4725	unknown	unknown	unknown	unknown	unknown
ASV4726	unknown	unknown	unknown	unknown	unknown
ASV4727	unknown	unknown	unknown	unknown	unknown
ASV4728	unknown	unknown	unknown	unknown	unknown
ASV4729	unknown	unknown	unknown	unknown	unknown
ASV4730	unknown	unknown	unknown	unknown	unknown
ASV4731	no	unknown	unknown	unknown	unknown
ASV4732	unknown	unknown	unknown	unknown	unknown
ASV4733	unknown	unknown	unknown	unknown	unknown
ASV4734	unknown	unknown	unknown	unknown	unknown
ASV4735	yes	anaerobe	unknown	unknown	unknown
ASV4736	unknown	unknown	unknown	unknown	unknown
ASV4737	unknown	unknown	unknown	unknown	unknown
ASV4738	unknown	unknown	unknown	unknown	unknown
ASV4739	unknown	unknown	unknown	unknown	unknown
ASV4740	unknown	unknown	unknown	unknown	unknown
ASV4741	unknown	unknown	unknown	unknown	unknown
ASV4742	unknown	unknown	unknown	unknown	unknown
ASV4743	unknown	unknown	unknown	unknown	unknown
ASV4744	unknown	unknown	unknown	unknown	unknown
ASV4745	unknown	unknown	unknown	unknown	unknown
ASV4746	unknown	unknown	unknown	unknown	unknown
ASV4747	unknown	unknown	unknown	unknown	unknown
ASV4748	unknown	unknown	unknown	unknown	unknown
ASV4749	unknown	unknown	unknown	unknown	unknown
ASV4750	unknown	unknown	unknown	unknown	unknown
ASV4751	unknown	unknown	unknown	unknown	unknown
ASV4752	unknown	unknown	unknown	unknown	unknown
ASV4753	unknown	unknown	unknown	unknown	unknown
ASV4754	unknown	unknown	unknown	unknown	unknown
ASV4755	unknown	unknown	unknown	unknown	unknown
ASV4756	unknown	unknown	unknown	unknown	unknown
ASV4757	unknown	unknown	unknown	unknown	unknown
ASV4758	unknown	unknown	unknown	unknown	unknown
ASV4759	unknown	unknown	unknown	unknown	unknown
ASV4760	unknown	unknown	unknown	unknown	unknown
ASV4761	unknown	unknown	unknown	unknown	unknown
ASV4762	unknown	unknown	unknown	unknown	unknown
ASV4763	unknown	unknown	unknown	unknown	unknown
ASV4764	unknown	unknown	unknown	unknown	unknown
ASV4765	unknown	unknown	unknown	unknown	unknown
ASV4766	unknown	unknown	unknown	unknown	unknown
ASV4767	unknown	unknown	unknown	unknown	unknown
ASV4768	unknown	unknown	unknown	unknown	unknown
ASV4769	unknown	unknown	unknown	unknown	unknown
ASV4770	unknown	unknown	unknown	unknown	unknown
ASV4771	unknown	unknown	unknown	unknown	unknown
ASV4772	unknown	unknown	unknown	unknown	unknown
ASV4773	unknown	unknown	unknown	unknown	unknown
ASV4774	unknown	unknown	unknown	unknown	unknown
ASV4775	unknown	unknown	unknown	unknown	unknown
ASV4776	unknown	unknown	unknown	unknown	unknown
ASV4777	unknown	unknown	unknown	unknown	unknown
ASV4778	unknown	unknown	unknown	unknown	unknown
ASV4779	unknown	unknown	unknown	unknown	unknown
ASV4780	unknown	unknown	unknown	unknown	unknown
ASV4781	unknown	unknown	unknown	unknown	unknown
ASV4782	unknown	unknown	unknown	unknown	unknown
ASV4783	unknown	unknown	unknown	unknown	unknown
ASV4784	unknown	unknown	unknown	unknown	unknown
ASV4785	unknown	unknown	unknown	unknown	unknown
ASV4786	unknown	unknown	unknown	unknown	unknown
ASV4787	unknown	unknown	unknown	unknown	unknown
ASV4788	unknown	unknown	unknown	unknown	unknown
ASV4789	unknown	unknown	unknown	unknown	unknown
ASV4790	unknown	unknown	unknown	unknown	unknown
ASV4791	unknown	unknown	unknown	unknown	unknown
ASV4792	unknown	unknown	unknown	unknown	unknown
ASV4793	unknown	unknown	unknown	unknown	unknown
ASV4794	unknown	unknown	unknown	unknown	unknown
ASV4795	unknown	unknown	unknown	unknown	unknown
ASV4796	unknown	unknown	unknown	unknown	unknown
ASV4797	unknown	unknown	unknown	unknown	unknown
ASV4798	unknown	unknown	unknown	unknown	unknown
ASV4799	unknown	unknown	unknown	unknown	unknown
ASV4800	unknown	unknown	unknown	unknown	unknown
ASV4801	unknown	unknown	unknown	unknown	unknown
ASV4802	unknown	unknown	unknown	unknown	unknown
ASV4803	unknown	unknown	unknown	unknown	unknown
ASV4804	unknown	unknown	unknown	unknown	unknown
ASV4805	unknown	unknown	unknown	unknown	unknown
ASV4806	unknown	unknown	unknown	unknown	unknown
ASV4807	unknown	unknown	unknown	unknown	unknown
ASV4808	unknown	unknown	unknown	unknown	unknown
ASV4809	unknown	unknown	unknown	unknown	unknown
ASV4810	unknown	unknown	unknown	unknown	unknown
ASV4811	unknown	unknown	unknown	unknown	unknown
ASV4812	unknown	unknown	unknown	unknown	unknown
ASV4813	unknown	unknown	unknown	unknown	unknown
ASV4814	unknown	unknown	unknown	unknown	unknown
ASV4815	yes	anaerobe	unknown	unknown	unknown
ASV4816	unknown	unknown	unknown	unknown	unknown
ASV4817	unknown	unknown	unknown	unknown	unknown
ASV4818	unknown	unknown	unknown	unknown	unknown
ASV4819	unknown	unknown	unknown	unknown	unknown
ASV4820	unknown	unknown	unknown	unknown	unknown
ASV4821	unknown	unknown	unknown	unknown	unknown
ASV4822	unknown	unknown	unknown	unknown	unknown
ASV4823	unknown	unknown	unknown	unknown	unknown
ASV4824	unknown	unknown	unknown	unknown	unknown
ASV4825	unknown	unknown	unknown	unknown	unknown
ASV4826	unknown	unknown	unknown	unknown	unknown
ASV4827	unknown	unknown	unknown	unknown	unknown
ASV4828	unknown	unknown	unknown	unknown	unknown
ASV4829	unknown	unknown	unknown	unknown	unknown
ASV4830	unknown	unknown	unknown	unknown	unknown
ASV4831	unknown	unknown	unknown	unknown	unknown
ASV4832	unknown	unknown	unknown	unknown	unknown
ASV4833	unknown	unknown	unknown	unknown	unknown
ASV4834	unknown	unknown	unknown	unknown	unknown
ASV4835	unknown	unknown	unknown	unknown	unknown
ASV4836	unknown	unknown	unknown	unknown	unknown
ASV4837	unknown	unknown	unknown	unknown	unknown
ASV4838	unknown	unknown	unknown	unknown	unknown
ASV4839	unknown	unknown	unknown	unknown	unknown
ASV4840	unknown	unknown	unknown	unknown	unknown
ASV4841	unknown	unknown	unknown	unknown	unknown
ASV4842	unknown	unknown	unknown	unknown	unknown
ASV4843	unknown	unknown	unknown	unknown	unknown
ASV4844	unknown	unknown	unknown	unknown	unknown
ASV4845	unknown	unknown	unknown	unknown	unknown
ASV4846	unknown	unknown	unknown	unknown	unknown
ASV4847	unknown	unknown	unknown	unknown	unknown
ASV4848	yes	unknown	negative	unknown	no
ASV4849	unknown	unknown	unknown	unknown	unknown
ASV4850	unknown	unknown	unknown	unknown	unknown
ASV4851	unknown	unknown	unknown	unknown	unknown
ASV4852	unknown	unknown	unknown	unknown	unknown
ASV4853	unknown	unknown	unknown	unknown	unknown
ASV4854	unknown	unknown	unknown	unknown	unknown
ASV4855	unknown	unknown	unknown	unknown	unknown
ASV4856	unknown	unknown	unknown	unknown	unknown
ASV4857	unknown	unknown	unknown	unknown	unknown
ASV4858	unknown	unknown	unknown	unknown	unknown
ASV4859	unknown	unknown	unknown	unknown	unknown
ASV4860	unknown	unknown	unknown	unknown	unknown
ASV4861	unknown	unknown	unknown	unknown	unknown
ASV4862	unknown	unknown	unknown	unknown	unknown
ASV4863	unknown	unknown	unknown	unknown	unknown
ASV4864	unknown	unknown	unknown	unknown	unknown
ASV4865	unknown	unknown	unknown	unknown	unknown
ASV4866	unknown	unknown	unknown	unknown	unknown
ASV4867	unknown	unknown	unknown	unknown	unknown
ASV4868	unknown	unknown	unknown	unknown	unknown
ASV4869	unknown	unknown	unknown	unknown	unknown
ASV4870	unknown	unknown	unknown	unknown	unknown
ASV4871	unknown	unknown	unknown	unknown	unknown
ASV4872	unknown	unknown	unknown	unknown	unknown
ASV4873	unknown	unknown	unknown	unknown	unknown
ASV4874	yes	anaerobe	unknown	unknown	unknown
ASV4875	unknown	unknown	unknown	unknown	unknown
ASV4876	unknown	unknown	unknown	unknown	unknown
ASV4877	unknown	unknown	unknown	unknown	unknown
ASV4878	unknown	unknown	unknown	unknown	unknown
ASV4879	unknown	unknown	unknown	unknown	unknown
ASV4880	unknown	unknown	unknown	unknown	unknown
ASV4881	unknown	unknown	unknown	unknown	unknown
ASV4882	unknown	unknown	unknown	unknown	unknown
ASV4883	unknown	unknown	unknown	unknown	unknown
ASV4884	unknown	unknown	unknown	unknown	unknown
ASV4885	unknown	unknown	unknown	unknown	unknown
ASV4886	unknown	unknown	unknown	unknown	unknown
ASV4887	unknown	unknown	unknown	unknown	unknown
ASV4888	unknown	unknown	unknown	unknown	unknown
ASV4889	unknown	unknown	unknown	unknown	unknown
ASV4890	unknown	unknown	unknown	unknown	unknown
ASV4891	unknown	unknown	unknown	unknown	unknown
ASV4892	unknown	unknown	unknown	unknown	unknown
ASV4893	unknown	unknown	unknown	unknown	unknown
ASV4894	unknown	unknown	unknown	unknown	unknown
ASV4895	unknown	unknown	unknown	unknown	unknown
ASV4896	unknown	unknown	unknown	unknown	unknown
ASV4897	unknown	unknown	unknown	unknown	unknown
ASV4898	unknown	unknown	unknown	unknown	unknown
ASV4899	unknown	unknown	unknown	unknown	unknown
ASV4900	unknown	unknown	unknown	unknown	unknown
ASV4901	unknown	unknown	unknown	unknown	unknown
ASV4902	unknown	unknown	unknown	unknown	unknown
ASV4903	yes	anaerobe	unknown	unknown	unknown
ASV4904	unknown	unknown	unknown	unknown	unknown
ASV4905	unknown	unknown	unknown	unknown	unknown
ASV4906	unknown	unknown	unknown	unknown	unknown
ASV4907	unknown	unknown	unknown	unknown	unknown
ASV4908	unknown	unknown	unknown	unknown	unknown
ASV4909	unknown	unknown	unknown	unknown	unknown
ASV4910	unknown	unknown	unknown	unknown	unknown
ASV4911	unknown	unknown	unknown	unknown	unknown
ASV4912	unknown	unknown	unknown	unknown	unknown
ASV4913	unknown	unknown	unknown	unknown	unknown
ASV4914	unknown	unknown	unknown	unknown	unknown
ASV4915	unknown	unknown	unknown	unknown	unknown
ASV4916	unknown	unknown	unknown	unknown	unknown
ASV4917	unknown	unknown	unknown	unknown	unknown
ASV4918	unknown	unknown	unknown	unknown	unknown
ASV4919	unknown	unknown	unknown	unknown	unknown
ASV4920	unknown	unknown	unknown	unknown	unknown
ASV4921	unknown	unknown	unknown	unknown	unknown
ASV4922	yes	anaerobe	unknown	unknown	unknown
ASV4923	unknown	unknown	unknown	unknown	unknown
ASV4924	unknown	unknown	unknown	unknown	unknown
ASV4925	unknown	unknown	unknown	unknown	unknown
ASV4926	unknown	unknown	unknown	unknown	unknown
ASV4927	yes	unknown	unknown	unknown	unknown
ASV4928	unknown	unknown	unknown	unknown	unknown
ASV4929	unknown	unknown	unknown	unknown	unknown
ASV4930	unknown	unknown	unknown	unknown	unknown
ASV4931	unknown	unknown	unknown	unknown	unknown
ASV4932	unknown	unknown	unknown	unknown	unknown
ASV4933	unknown	unknown	unknown	unknown	unknown
ASV4934	unknown	unknown	unknown	unknown	unknown
ASV4935	unknown	unknown	unknown	unknown	unknown
ASV4936	unknown	unknown	unknown	unknown	unknown
ASV4937	unknown	unknown	unknown	unknown	unknown
ASV4938	unknown	unknown	unknown	unknown	unknown
ASV4939	unknown	unknown	unknown	unknown	unknown
ASV4940	unknown	unknown	unknown	unknown	unknown
ASV4941	unknown	unknown	unknown	unknown	unknown
ASV4942	unknown	unknown	unknown	unknown	unknown
ASV4943	unknown	unknown	unknown	unknown	unknown
ASV4944	unknown	unknown	unknown	unknown	unknown
ASV4945	unknown	unknown	unknown	unknown	unknown
ASV4946	unknown	unknown	unknown	unknown	unknown
ASV4947	unknown	unknown	unknown	unknown	unknown
ASV4948	unknown	unknown	unknown	unknown	unknown
ASV4949	unknown	unknown	unknown	unknown	unknown
ASV4950	unknown	unknown	unknown	unknown	unknown
ASV4951	unknown	unknown	unknown	unknown	unknown
ASV4952	unknown	unknown	unknown	unknown	unknown
ASV4953	unknown	unknown	unknown	unknown	unknown
ASV4954	unknown	unknown	unknown	unknown	unknown
ASV4955	yes	anaerobe	unknown	unknown	unknown
ASV4956	unknown	unknown	unknown	unknown	unknown
ASV4957	unknown	unknown	unknown	unknown	unknown
ASV4958	unknown	unknown	unknown	unknown	unknown
ASV4959	unknown	unknown	unknown	unknown	unknown
ASV4960	unknown	unknown	unknown	unknown	unknown
ASV4961	unknown	unknown	unknown	unknown	unknown
ASV4962	unknown	unknown	unknown	unknown	unknown
ASV4963	unknown	unknown	unknown	unknown	unknown
ASV4964	unknown	unknown	unknown	unknown	unknown
ASV4965	unknown	unknown	unknown	unknown	unknown
ASV4966	unknown	unknown	unknown	unknown	unknown
ASV4967	unknown	unknown	unknown	unknown	unknown
ASV4968	unknown	unknown	unknown	unknown	unknown
ASV4969	unknown	unknown	unknown	unknown	unknown
ASV4970	unknown	unknown	unknown	unknown	unknown
ASV4971	unknown	unknown	unknown	unknown	unknown
ASV4972	unknown	unknown	unknown	unknown	unknown
ASV4973	unknown	unknown	unknown	unknown	unknown
ASV4974	unknown	unknown	unknown	unknown	unknown
ASV4975	unknown	unknown	unknown	unknown	unknown
ASV4976	unknown	unknown	unknown	unknown	unknown
ASV4977	unknown	unknown	unknown	unknown	unknown
ASV4978	unknown	unknown	unknown	unknown	unknown
ASV4979	unknown	unknown	unknown	unknown	unknown
ASV4980	unknown	unknown	unknown	unknown	unknown
ASV4981	unknown	unknown	unknown	unknown	unknown
ASV4982	unknown	unknown	unknown	unknown	unknown
ASV4983	unknown	unknown	unknown	unknown	unknown
ASV4984	unknown	unknown	unknown	unknown	unknown
ASV4985	yes	unknown	negative	unknown	no
ASV4986	unknown	unknown	unknown	unknown	unknown
ASV4987	unknown	unknown	unknown	unknown	unknown
ASV4988	unknown	unknown	unknown	unknown	unknown
ASV4989	unknown	unknown	unknown	unknown	unknown
ASV4990	unknown	unknown	unknown	unknown	unknown
ASV4991	unknown	unknown	unknown	unknown	unknown
ASV4992	unknown	unknown	unknown	unknown	unknown
ASV4993	unknown	unknown	unknown	unknown	unknown
ASV4994	unknown	unknown	unknown	unknown	unknown
ASV4995	unknown	unknown	unknown	unknown	unknown
ASV4996	unknown	unknown	unknown	unknown	unknown
ASV4997	unknown	unknown	unknown	unknown	unknown
ASV4998	unknown	unknown	unknown	unknown	unknown
ASV4999	unknown	unknown	unknown	unknown	unknown
ASV5000	unknown	unknown	unknown	unknown	unknown
ASV5001	unknown	unknown	unknown	unknown	unknown
ASV5002	unknown	unknown	unknown	unknown	unknown
ASV5003	unknown	unknown	unknown	unknown	unknown
ASV5004	unknown	unknown	unknown	unknown	unknown
ASV5005	unknown	unknown	unknown	unknown	unknown
ASV5006	unknown	unknown	unknown	unknown	unknown
ASV5007	unknown	unknown	unknown	unknown	unknown
ASV5008	unknown	unknown	unknown	unknown	unknown
ASV5009	unknown	unknown	unknown	unknown	unknown
ASV5010	unknown	unknown	unknown	unknown	unknown
ASV5011	unknown	unknown	unknown	unknown	unknown
ASV5012	unknown	unknown	unknown	unknown	unknown
ASV5013	unknown	unknown	unknown	unknown	unknown
ASV5014	yes	anaerobe	unknown	unknown	unknown
ASV5015	unknown	unknown	unknown	unknown	unknown
ASV5016	unknown	unknown	unknown	unknown	unknown
ASV5017	unknown	unknown	unknown	unknown	unknown
ASV5018	unknown	unknown	unknown	unknown	unknown
ASV5019	unknown	unknown	unknown	unknown	unknown
ASV5020	unknown	unknown	unknown	unknown	unknown
ASV5021	unknown	unknown	unknown	unknown	unknown
ASV5022	unknown	unknown	unknown	unknown	unknown
ASV5023	unknown	unknown	unknown	unknown	unknown
ASV5024	unknown	unknown	unknown	unknown	unknown
ASV5025	unknown	unknown	unknown	unknown	unknown
ASV5026	unknown	unknown	unknown	unknown	unknown
ASV5027	unknown	unknown	unknown	unknown	unknown
ASV5028	unknown	unknown	unknown	unknown	unknown
ASV5029	unknown	unknown	unknown	unknown	unknown
ASV5030	unknown	unknown	unknown	unknown	unknown
ASV5031	unknown	unknown	unknown	unknown	unknown
ASV5032	unknown	unknown	unknown	unknown	unknown
ASV5033	unknown	unknown	unknown	unknown	unknown
ASV5034	unknown	unknown	unknown	unknown	unknown
ASV5035	unknown	unknown	unknown	unknown	unknown
ASV5036	unknown	unknown	unknown	unknown	unknown
ASV5037	unknown	unknown	unknown	unknown	unknown
ASV5038	unknown	unknown	unknown	unknown	unknown
ASV5039	unknown	unknown	unknown	unknown	unknown
ASV5040	unknown	unknown	unknown	unknown	unknown
ASV5041	unknown	unknown	unknown	unknown	unknown
ASV5042	unknown	unknown	unknown	unknown	unknown
ASV5043	unknown	unknown	unknown	unknown	unknown
ASV5044	unknown	unknown	unknown	unknown	unknown
ASV5045	yes	unknown	negative	unknown	no
ASV5046	unknown	unknown	unknown	unknown	unknown
ASV5047	unknown	unknown	unknown	unknown	unknown
ASV5048	unknown	unknown	unknown	unknown	unknown
ASV5049	unknown	unknown	unknown	unknown	unknown
ASV5050	unknown	unknown	unknown	unknown	unknown
ASV5051	unknown	unknown	unknown	unknown	unknown
ASV5052	unknown	unknown	unknown	unknown	unknown
ASV5053	unknown	unknown	unknown	unknown	unknown
ASV5054	unknown	unknown	unknown	unknown	unknown
ASV5055	unknown	unknown	unknown	unknown	unknown
ASV5056	unknown	unknown	unknown	unknown	unknown
ASV5057	no	unknown	unknown	unknown	unknown
ASV5058	unknown	unknown	unknown	unknown	unknown
ASV5059	yes	unknown	negative	unknown	no
ASV5060	unknown	unknown	unknown	unknown	unknown
ASV5061	unknown	unknown	unknown	unknown	unknown
ASV5062	unknown	unknown	unknown	unknown	unknown
ASV5063	unknown	unknown	unknown	unknown	unknown
ASV5064	unknown	unknown	unknown	unknown	unknown
ASV5065	unknown	unknown	unknown	unknown	unknown
ASV5066	unknown	unknown	unknown	unknown	unknown
ASV5067	unknown	unknown	unknown	unknown	unknown
ASV5068	unknown	unknown	unknown	unknown	unknown
ASV5069	unknown	unknown	unknown	unknown	unknown
