Desulfovibrio piger
Bacteroides fragilis
Bacteroides salyersiae
Prevotella copri
Odoribacter splanchnicus
Lactococcus lactis
Blautia wexlerae
Coprococcus catus
Bacteroides ovatus
Parabacteroides distasonis
Lachnospiraceae_NK4A136_group bacterium
Paraprevotella xylaniphila
Alistipes finegoldii
Lachnoclostridium edouardi
Fusobacterium mortiferum
Parabacteroides goldsteinii
Fusicatenibacter saccharivorans
Bifidobacterium longum
Parabacteroides merdae
Bacteroides faecis
Alistipes shahii
Bifidobacterium adolescentis
Dialister succinatiphilus
Phascolarctobacterium succinatutens
Butyricicoccus faecihominis
Bacteroides finegoldii
Ruminococcus bromii
Bacteroides fragilis
Blautia massiliensis
Dorea formicigenerans
Roseburia hominis
Fusobacterium ulcerans
Butyricimonas virosa
Parabacteroides distasonis
Bacteroides ovatus
Coprococcus eutactus
Bacteroides uniformis
Bacteroides plebeius
Intestinimonas butyriciproducens
Bacteroides massiliensis
Anaerostipes hadrus
Intestinimonas butyriciproducens
Bacteroides thetaiotaomicron
Roseburia hominis
Flavonifractor plautii
Alistipes finegoldii
Bacteroides uniformis
Eggerthella lenta
Megamonas funiformis
Butyricimonas virosa
Bilophila wadsworthia
Barnesiella intestinihominis
Ruminococcus callidus
Parabacteroides johnsonii
Bacteroides xylanisolvens
Ruminococcus bromii
Bacteroides uniformis
Alistipes indistinctus
Slackia isoflavoniconvertens
Holdemanella biformis
Odoribacter splanchnicus
Butyricimonas faecihominis
Bacteroides thetaiotaomicron
Bacteroides plebeius
Holdemanella biformis
Bacteroides mediterraneensis
Parasutterella excrementihominis
Phascolarctobacterium succinatutens
Bacteroides uniformis
Parabacteroides merdae
Prevotella copri
Intestinibacter bartlettii
Bacteroides ovatus
Hungatella hathewayi
Bacteroides finegoldii
Oscillibacter valericigenes
Bacteroides vulgatus
Dialister succinatiphilus
Prevotella copri
Bacteroides caccae
Tyzzerella nexilis
Dialister pneumosintes
Bacteroides finegoldii
Bacteroides thetaiotaomicron
Bacteroides massiliensis
Alistipes shahii
Coprococcus eutactus
Anaerostipes hadrus
Alistipes massiliensis
Roseburia inulinivorans
Fusobacterium necrogenes
Alistipes obesi
Parabacteroides johnsonii
Bacteroides caccae
Coprobacter secundus
Odoribacter splanchnicus
Prevotella copri
Faecalibacterium prausnitzii
Sutterella wadsworthensis
Bacteroides coprocola
Odoribacter splanchnicus
Parabacteroides johnsonii
Bacteroides ovatus
Roseburia faecis
Lachnospiraceae_UCG-001 bacterium
Dialister invisus
Lachnospiraceae_NK4A136_group bacterium
Desulfovibrio piger
Bacteroides clarus
Dialister invisus
Ruminococcus callidus
Ruminococcus champanellensis
Ruminococcus champanellensis
Bacteroides salyersiae
Erysipelotrichaceae_UCG-003 bacterium
Alistipes inops
Bifidobacterium longum
Lactobacillus ruminis
Alistipes inops
Bacteroides fragilis
Phascolarctobacterium succinatutens
Eisenbergiella tayi
Coprobacter fastidiosus
Collinsella aerofaciens
Anaerostipes hadrus
Oscillibacter valericigenes
Intestinibacter bartlettii
Bacteroides clarus
Butyricimonas virosa
Lachnospiraceae_NK4A136_group bacterium
Parasutterella secunda
Bacteroides intestinalis
Rikenella microfusus
Parabacteroides distasonis
Bacteroides fragilis
Bacteroides plebeius
Collinsella aerofaciens
Anaerostipes hadrus
Mitsuokella jalaludinii
Dorea longicatena
Bacteroides thetaiotaomicron
Parabacteroides merdae
Mitsuokella jalaludinii
Alistipes ihumii
Clostridioides difficile
Lachnospira pectinoschiza
Alistipes massiliensis
Haemophilus parainfluenzae
Alistipes indistinctus
Parabacteroides distasonis
Bacteroides fragilis
Victivallis vadensis
Faecalibacterium prausnitzii
Lachnospira pectinoschiza
Bacteroides salyersiae
Erysipelatoclostridium ramosum
Bacteroides fragilis
Desulfovibrio piger
Haemophilus parainfluenzae
Bacteroides thetaiotaomicron
Bacteroides intestinalis
Bacteroides faecis
Coprococcus comes
Ruminococcus flavefaciens
Bacteroides clarus
Blautia massiliensis
Erysipelotrichaceae_UCG-003 bacterium
Bilophila wadsworthia
Parabacteroides distasonis
Lactobacillus kalixensis
Dialister succinatiphilus
Rikenella microfusus
Bacteroides eggerthii
Escherichia/Shigella coli
Hungatella hathewayi
Butyricimonas faecihominis
Barnesiella intestinihominis
Odoribacter splanchnicus
Roseburia hominis
Butyricimonas faecihominis
Dorea formicigenerans
Lactobacillus ruminis
Parabacteroides johnsonii
Parabacteroides merdae
Barnesiella intestinihominis
Lachnospiraceae_UCG-001 bacterium
Parabacteroides johnsonii
Bacteroides fragilis
Dorea longicatena
Alistipes indistinctus
Bacteroides salyersiae
Ruminococcus bromii
Romboutsia timonensis
Bacteroides vulgatus
Faecalibacterium prausnitzii
Bacteroides faecis
Bacteroides finegoldii
Akkermansia muciniphila
Bacteroides xylanisolvens
Bacteroides caccae
Alistipes inops
Dialister succinatiphilus
Blautia obeum
Bacteroides cellulosilyticus
Dialister invisus
Anaerostipes hadrus
Lactobacillus kalixensis
Bacteroides coprocola
Bacteroides fragilis
Lachnoclostridium pacaense
Butyricimonas virosa
Parabacteroides distasonis
Fusicatenibacter saccharivorans
Anaerostipes hadrus
Monoglobus pectinilyticus
Dorea longicatena
Collinsella aerofaciens
Bacteroides ovatus
Eggerthella lenta
Victivallis vadensis
Parabacteroides merdae
Butyricicoccus faecihominis
Bifidobacterium bifidum
Faecalibacterium prausnitzii
Intestinimonas massiliensis
Bifidobacterium bifidum
Butyricimonas virosa
Lachnospira pectinoschiza
Cloacibacterium normanense
Adlercreutzia equolifaciens
Desulfovibrio piger
Faecalibacterium prausnitzii
Bacteroides thetaiotaomicron
Hungatella hathewayi
Coprobacillus cateniformis
Mitsuokella jalaludinii
Butyricimonas virosa
Bacteroides nordii
Anaerostipes hadrus
Mitsuokella jalaludinii
Sutterella seckii
Bacteroides nordii
Acidaminococcus intestini
Bacteroides caccae
Blautia faecis
Faecalibacterium prausnitzii
Anaerotruncus colihominis
Alistipes ihumii
Parabacteroides distasonis
Bacteroides fragilis
Desulfovibrio piger
Butyricimonas faecihominis
Blautia caecimuris
Barnesiella intestinihominis
Bacteroides finegoldii
Alistipes putredinis
Anaerostipes hadrus
Desulfovibrio piger
Bacteroides ovatus
Flavonifractor plautii
Bacteroides eggerthii
Bacteroides uniformis
Bacteroides uniformis
Fusobacterium nucleatum
Lachnospira pectinoschiza
Bacteroides fragilis
Bacteroides thetaiotaomicron
Parabacteroides distasonis
Alistipes obesi
Bacteroides thetaiotaomicron
Ruminococcus bicirculans
Monoglobus pectinilyticus
Faecalibacterium prausnitzii
Erysipelotrichaceae_UCG-003 bacterium
Megamonas hypermegale
Alistipes obesi
Alistipes obesi
Butyricimonas paravirosa
Ruminococcus callidus
Dorea longicatena
Alistipes massiliensis
Alistipes finegoldii
Bilophila wadsworthia
Desulfovibrio piger
Bacteroides vulgatus
Bifidobacterium adolescentis
Selenomonas bovis
Veillonella tobetsuensis
Sutterella seckii
Escherichia/Shigella coli
Bacteroides fragilis
Bacteroides coprophilus
Escherichia/Shigella coli
Negativibacillus massiliensis
Parabacteroides distasonis
Peptostreptococcus stomatis
Anaerostipes hadrus
Faecalibacterium prausnitzii
Haemophilus influenzae
Bifidobacterium bifidum
Hungatella hathewayi
Alistipes shahii
Alistipes senegalensis
Ruminococcus bicirculans
Bacteroides thetaiotaomicron
Bacteroides nordii
Faecalibacterium prausnitzii
Coprococcus eutactus
Dorea longicatena
Parabacteroides distasonis
Bacteroides cellulosilyticus
Alistipes timonensis
Anaerostipes hadrus
Faecalitalea cylindroides
Bacteroides cellulosilyticus
Bacteroides cellulosilyticus
Intestinimonas massiliensis
Roseburia hominis
Bacteroides plebeius
Alistipes obesi
Monoglobus pectinilyticus
Slackia isoflavoniconvertens
Lachnospira pectinoschiza
Bilophila wadsworthia
Parabacteroides distasonis
Flavonifractor plautii
Collinsella aerofaciens
Bacteroides salyersiae
Flavonifractor plautii
Coprococcus comes
Dorea formicigenerans
Bacteroides ndongoniae
Eisenbergiella massiliensis
Anaerostipes hadrus
Coprobacter secundus
Senegalimassilia anaerobia
Lactococcus lactis
Flavonifractor plautii
Butyricimonas faecihominis
Allisonella histaminiformans
Lachnospira pectinoschiza
Collinsella aerofaciens
Bifidobacterium adolescentis
Acidaminococcus fermentans
Turicibacter sanguinis
Eggerthella lenta
Bifidobacterium pseudocatenulatum
Butyricimonas paravirosa
Bacteroides cellulosilyticus
Parasutterella secunda
Bifidobacterium adolescentis
Colidextribacter massiliensis
Alistipes indistinctus
Mitsuokella multacida
Faecalibacterium prausnitzii
Bifidobacterium adolescentis
Anaerotruncus rubiinfantis
Alistipes shahii
Alistipes massiliensis
Coprococcus eutactus
Anaerostipes hadrus
Alistipes indistinctus
Odoribacter splanchnicus
Anaerostipes hadrus
Anaerostipes hadrus
Veillonella parvula
Howardella ureilytica
Bacteroides clarus
Desulfovibrio piger
Parabacteroides distasonis
Anaerostipes hadrus
Bilophila wadsworthia
Akkermansia muciniphila
Intestinimonas massiliensis
Prevotella copri
Anaerostipes hadrus
Intestinibacter bartlettii
Bacteroides eggerthii
Bacteroides fragilis
Bacteroides fragilis
Coprococcus eutactus
Alistipes obesi
Blautia stercoris
Flavonifractor plautii
Dorea longicatena
Coprococcus eutactus
Dialister succinatiphilus
Succinatimonas hippei
Parasutterella secunda
Clostridioides difficile
Collinsella massiliensis
Parabacteroides johnsonii
Olsenella scatoligenes
Collinsella aerofaciens
Bifidobacterium bifidum
Bacteroides thetaiotaomicron
Sutterella wadsworthensis
Bilophila wadsworthia
Coprococcus catus
Rothia mucilaginosa
Faecalibacterium prausnitzii
Hungatella hathewayi
Parabacteroides goldsteinii
Alistipes shahii
Bifidobacterium longum
Bacteroides nordii
Lachnoclostridium edouardi
Blautia producta
Escherichia/Shigella coli
Adlercreutzia equolifaciens
Dorea formicigenerans
Hungatella hathewayi
Butyricicoccus faecihominis
Fusobacterium nucleatum
Bifidobacterium bifidum
Fusicatenibacter saccharivorans
Coprococcus eutactus
Dorea formicigenerans
Bilophila wadsworthia
Ruminococcus champanellensis
Eubacterium limosum
Fusobacterium nucleatum
Intestinimonas butyriciproducens
Collinsella aerofaciens
Coprobacillus cateniformis
Adlercreutzia equolifaciens
Oxalobacter formigenes
Alistipes indistinctus
Desulfovibrio legallii
Coprobacter secundus
Akkermansia muciniphila
Bacteroides clarus
Gordonibacter pamelaeae
Akkermansia muciniphila
Lachnospiraceae_UCG-001 bacterium
Turicibacter sanguinis
Megamonas hypermegale
Bifidobacterium bifidum
Flavonifractor plautii
Anaerostipes hadrus
Coprobacter fastidiosus
Ruminococcus bicirculans
Alistipes ihumii
Escherichia/Shigella coli
Streptococcus parasanguinis
Coprobacter secundus
Coprobacter secundus
Veillonella rodentium
Ruminococcus bicirculans
Butyricimonas virosa
Bacteroides eggerthii
Odoribacter splanchnicus
Bilophila wadsworthia
Bifidobacterium longum
Coprobacter fastidiosus
Harryflintia acetispora
Coprococcus comes
Megamonas funiformis
Ruminococcus callidus
Veillonella dispar
Holdemanella biformis
Bacteroides intestinalis
Intestinimonas butyriciproducens
Anaerotruncus colihominis
Olsenella scatoligenes
Bacteroides fragilis
Bilophila wadsworthia
Lactobacillus ruminis
Adlercreutzia equolifaciens
Allisonella histaminiformans
Alistipes finegoldii
Butyricicoccus faecihominis
Subdoligranulum variabile
Holdemania massiliensis
Anaerotruncus colihominis
Intestinimonas butyriciproducens
Bacteroides cellulosilyticus
Alistipes indistinctus
Clostridium_sensu_stricto_1 paraputrificum
Alistipes indistinctus
Bacteroides ovatus
Butyricimonas faecihominis
Escherichia/Shigella coli
Catenibacterium mitsuokai
Slackia isoflavoniconvertens
Bilophila wadsworthia
Bacteroides intestinalis
Bacteroides fragilis
Gemella sanguinis
Gemella morbillorum
Senegalimassilia anaerobia
Coprococcus comes
Dialister succinatiphilus
Sutterella wadsworthensis
Bacteroides thetaiotaomicron
Bacteroides thetaiotaomicron
Intestinimonas butyriciproducens
Alistipes ihumii
Pyramidobacter piscolens
Streptococcus salivarius
Alistipes indistinctus
Phascolarctobacterium faecium
Bacteroides nordii
Bifidobacterium adolescentis
Barnesiella intestinihominis
Bilophila wadsworthia
Bacteroides fragilis
Bacteroides salyersiae
Bacteroides cellulosilyticus
Eggerthella lenta
Veillonella parvula
Bifidobacterium animalis
Desulfovibrio piger
Clostridium_sensu_stricto_1 perfringens
Proteus mirabilis
Olsenella scatoligenes
Intestinimonas timonensis
Bilophila wadsworthia
Dielma fastidiosa
Collinsella aerofaciens
Collinsella aerofaciens
Campylobacter gracilis
Bilophila wadsworthia
Lachnospira pectinoschiza
Phocea massiliensis
Bifidobacterium longum
Faecalicoccus pleomorphus
Flavonifractor plautii
Odoribacter splanchnicus
Eisenbergiella tayi
Alistipes shahii
Escherichia/Shigella coli
Faecalibacterium prausnitzii
Alistipes obesi
Lactobacillus sanfranciscensis
Coprobacter secundus
Turicibacter sanguinis
Lactobacillus casei
Butyricimonas virosa
Alistipes obesi
Lactococcus lactis
Eggerthella lenta
Coprobacillus cateniformis
Parabacteroides distasonis
Campylobacter gracilis
Robinsoniella peoriensis
Dysgonomonas mossii
Lachnoanaerobaculum saburreum
Intestinibacter bartlettii
Erysipelatoclostridium ramosum
Bacteroides fragilis
Intestinimonas timonensis
Alistipes ihumii
Butyricimonas paravirosa
Rubrobacter xylanophilus
Bilophila wadsworthia
Frisingicoccus caecimuris
Anaerotruncus colihominis
Campylobacter concisus
Bifidobacterium bifidum
Collinsella aerofaciens
Parasutterella excrementihominis
Ruminococcus bromii
Butyricimonas virosa
Collinsella aerofaciens
Campylobacter gracilis
Butyricicoccus faecihominis
Adlercreutzia equolifaciens
Bilophila wadsworthia
Butyricimonas virosa
Holdemania filiformis
Lachnospiraceae_FCS020_group bacterium
Bifidobacterium dentium
Bilophila wadsworthia
Faecalibacterium prausnitzii
Scardovia wiggsiae
Actinomyces odontolyticus
Alistipes ihumii
Faecalicoccus pleomorphus
Lactobacillus kalixensis
Adlercreutzia equolifaciens
Phocea massiliensis
Flavonifractor plautii
Dialister succinatiphilus
Turicibacter sanguinis
Mitsuokella jalaludinii
Streptococcus agalactiae
Adlercreutzia equolifaciens
Bacteroides thetaiotaomicron
Cloacibacillus evryensis
Adlercreutzia equolifaciens
Dielma fastidiosa
Prevotella bivia
Scardovia wiggsiae
Leuconostoc carnosum
Butyricimonas faecihominis
Gemella sanguinis
Negativibacillus massiliensis
