	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV3331	unknown	unknown	unknown	unknown	unknown
ASV3332	unknown	unknown	unknown	unknown	unknown
ASV3333	unknown	unknown	unknown	unknown	unknown
ASV3334	unknown	unknown	unknown	unknown	unknown
ASV3335	unknown	unknown	unknown	unknown	unknown
ASV3336	unknown	unknown	unknown	unknown	unknown
ASV3337	unknown	unknown	unknown	unknown	unknown
ASV3338	unknown	unknown	unknown	unknown	unknown
ASV3339	unknown	unknown	unknown	unknown	unknown
ASV3340	yes	anaerobe	unknown	unknown	unknown
ASV3341	unknown	unknown	unknown	unknown	unknown
ASV3342	unknown	unknown	unknown	unknown	unknown
ASV3343	unknown	unknown	unknown	unknown	unknown
ASV3344	yes	unknown	negative	unknown	unknown
ASV3345	no	unknown	unknown	unknown	unknown
ASV3346	unknown	unknown	unknown	unknown	unknown
ASV3347	unknown	unknown	unknown	unknown	unknown
ASV3348	unknown	unknown	unknown	unknown	unknown
ASV3349	unknown	unknown	unknown	unknown	unknown
ASV3350	unknown	unknown	unknown	unknown	unknown
ASV3351	unknown	unknown	unknown	unknown	unknown
ASV3352	unknown	unknown	unknown	unknown	unknown
ASV3353	unknown	unknown	unknown	unknown	unknown
ASV3354	unknown	unknown	unknown	unknown	unknown
ASV3355	unknown	unknown	unknown	unknown	unknown
ASV3356	unknown	unknown	unknown	unknown	unknown
ASV3357	unknown	unknown	unknown	unknown	unknown
ASV3358	unknown	unknown	unknown	unknown	unknown
ASV3359	unknown	unknown	unknown	unknown	unknown
ASV3360	unknown	unknown	unknown	unknown	unknown
ASV3361	unknown	unknown	unknown	unknown	unknown
ASV3362	unknown	unknown	unknown	unknown	unknown
ASV3363	unknown	unknown	unknown	unknown	unknown
ASV3364	unknown	unknown	unknown	unknown	unknown
ASV3365	unknown	unknown	unknown	unknown	unknown
ASV3366	unknown	unknown	unknown	unknown	unknown
ASV3367	unknown	unknown	unknown	unknown	unknown
ASV3368	unknown	unknown	unknown	unknown	unknown
ASV3369	unknown	unknown	unknown	unknown	unknown
ASV3370	unknown	unknown	unknown	unknown	unknown
ASV3371	unknown	unknown	unknown	unknown	unknown
ASV3372	unknown	unknown	unknown	unknown	unknown
ASV3373	unknown	unknown	unknown	unknown	unknown
ASV3374	unknown	unknown	unknown	unknown	unknown
ASV3375	unknown	unknown	unknown	unknown	unknown
ASV3376	unknown	unknown	unknown	unknown	unknown
ASV3377	unknown	unknown	unknown	unknown	unknown
ASV3378	unknown	unknown	unknown	unknown	unknown
ASV3379	unknown	unknown	unknown	unknown	unknown
ASV3380	unknown	unknown	unknown	unknown	unknown
ASV3381	unknown	unknown	unknown	unknown	unknown
ASV3382	unknown	unknown	unknown	unknown	unknown
ASV3383	unknown	unknown	unknown	unknown	unknown
ASV3384	unknown	unknown	unknown	unknown	unknown
ASV3385	unknown	unknown	unknown	unknown	unknown
ASV3386	unknown	unknown	unknown	unknown	unknown
ASV3387	unknown	unknown	unknown	unknown	unknown
ASV3388	unknown	unknown	unknown	unknown	unknown
ASV3389	unknown	unknown	unknown	unknown	unknown
ASV3390	unknown	unknown	unknown	unknown	unknown
ASV3391	unknown	unknown	unknown	unknown	unknown
ASV3392	unknown	unknown	unknown	unknown	unknown
ASV3393	unknown	unknown	unknown	unknown	unknown
ASV3394	unknown	unknown	unknown	unknown	unknown
ASV3395	unknown	unknown	unknown	unknown	unknown
ASV3396	unknown	unknown	unknown	unknown	unknown
ASV3397	unknown	unknown	unknown	unknown	unknown
ASV3398	unknown	unknown	unknown	unknown	unknown
ASV3399	unknown	unknown	unknown	unknown	unknown
ASV3400	unknown	unknown	unknown	unknown	unknown
ASV3401	unknown	unknown	unknown	unknown	unknown
ASV3402	unknown	unknown	unknown	unknown	unknown
ASV3403	unknown	unknown	unknown	unknown	unknown
ASV3404	unknown	unknown	unknown	unknown	unknown
ASV3405	unknown	unknown	unknown	unknown	unknown
ASV3406	unknown	unknown	unknown	unknown	unknown
ASV3407	unknown	unknown	unknown	unknown	unknown
ASV3408	unknown	unknown	unknown	unknown	unknown
ASV3409	unknown	unknown	unknown	unknown	unknown
ASV3410	unknown	unknown	unknown	unknown	unknown
ASV3411	unknown	unknown	unknown	unknown	unknown
ASV3412	unknown	unknown	unknown	unknown	unknown
ASV3413	unknown	unknown	unknown	unknown	unknown
ASV3414	unknown	unknown	unknown	unknown	unknown
ASV3415	unknown	unknown	unknown	unknown	unknown
ASV3416	unknown	unknown	unknown	unknown	unknown
ASV3417	unknown	unknown	unknown	unknown	unknown
ASV3418	unknown	unknown	unknown	unknown	unknown
ASV3419	yes	mixed	unknown	unknown	unknown
ASV3420	unknown	unknown	unknown	unknown	unknown
ASV3421	unknown	unknown	unknown	unknown	unknown
ASV3422	unknown	unknown	unknown	unknown	unknown
ASV3423	unknown	unknown	unknown	unknown	unknown
ASV3424	unknown	unknown	unknown	unknown	unknown
ASV3425	unknown	unknown	unknown	unknown	unknown
ASV3426	unknown	unknown	unknown	unknown	unknown
ASV3427	unknown	unknown	unknown	unknown	unknown
ASV3428	unknown	unknown	unknown	unknown	unknown
ASV3429	unknown	unknown	unknown	unknown	unknown
ASV3430	unknown	unknown	unknown	unknown	unknown
ASV3431	unknown	unknown	unknown	unknown	unknown
ASV3432	unknown	unknown	unknown	unknown	unknown
ASV3433	unknown	unknown	unknown	unknown	unknown
ASV3434	unknown	unknown	unknown	unknown	unknown
ASV3435	unknown	unknown	unknown	unknown	unknown
ASV3436	unknown	unknown	unknown	unknown	unknown
ASV3437	unknown	unknown	unknown	unknown	unknown
ASV3438	unknown	unknown	unknown	unknown	unknown
ASV3439	unknown	unknown	unknown	unknown	unknown
ASV3440	unknown	unknown	unknown	unknown	unknown
ASV3441	unknown	unknown	unknown	unknown	unknown
ASV3442	unknown	unknown	unknown	unknown	unknown
ASV3443	unknown	unknown	unknown	unknown	unknown
ASV3444	unknown	unknown	unknown	unknown	unknown
ASV3445	unknown	unknown	unknown	unknown	unknown
ASV3446	unknown	unknown	unknown	unknown	unknown
ASV3447	unknown	unknown	unknown	unknown	unknown
ASV3448	unknown	unknown	unknown	unknown	unknown
ASV3449	unknown	unknown	unknown	unknown	unknown
ASV3450	unknown	unknown	unknown	unknown	unknown
ASV3451	yes	mixed	positive	unknown	unknown
ASV3452	unknown	unknown	unknown	unknown	unknown
ASV3453	unknown	unknown	unknown	unknown	unknown
ASV3454	unknown	unknown	unknown	unknown	unknown
ASV3455	unknown	unknown	unknown	unknown	unknown
ASV3456	yes	microaerophile	unknown	unknown	unknown
ASV3457	unknown	unknown	unknown	unknown	unknown
ASV3458	unknown	unknown	unknown	unknown	unknown
ASV3459	unknown	unknown	unknown	unknown	unknown
ASV3460	unknown	unknown	unknown	unknown	unknown
ASV3461	unknown	unknown	unknown	unknown	unknown
ASV3462	unknown	unknown	unknown	unknown	unknown
ASV3463	unknown	unknown	unknown	unknown	unknown
ASV3464	unknown	unknown	unknown	unknown	unknown
ASV3465	unknown	unknown	unknown	unknown	unknown
ASV3466	unknown	unknown	unknown	unknown	unknown
ASV3467	unknown	unknown	unknown	unknown	unknown
ASV3468	unknown	unknown	unknown	unknown	unknown
ASV3469	unknown	unknown	unknown	unknown	unknown
ASV3470	unknown	unknown	unknown	unknown	unknown
ASV3471	unknown	unknown	unknown	unknown	unknown
ASV3472	unknown	unknown	unknown	unknown	unknown
ASV3473	unknown	unknown	unknown	unknown	unknown
ASV3474	unknown	unknown	unknown	unknown	unknown
ASV3475	unknown	unknown	unknown	unknown	unknown
ASV3476	unknown	unknown	unknown	unknown	unknown
ASV3477	unknown	unknown	unknown	unknown	unknown
ASV3478	unknown	unknown	unknown	unknown	unknown
ASV3479	unknown	unknown	unknown	unknown	unknown
ASV3480	unknown	unknown	unknown	unknown	unknown
ASV3481	unknown	unknown	unknown	unknown	unknown
ASV3482	unknown	unknown	unknown	unknown	unknown
ASV3483	unknown	unknown	unknown	unknown	unknown
ASV3484	yes	anaerobe	negative	unknown	no
ASV3485	unknown	unknown	unknown	unknown	unknown
ASV3486	unknown	unknown	unknown	unknown	unknown
ASV3487	unknown	unknown	unknown	unknown	unknown
ASV3488	unknown	unknown	unknown	unknown	unknown
ASV3489	yes	mixed	unknown	unknown	unknown
ASV3490	unknown	unknown	unknown	unknown	unknown
ASV3491	unknown	unknown	unknown	unknown	unknown
ASV3492	unknown	unknown	unknown	unknown	unknown
ASV3493	unknown	unknown	unknown	unknown	unknown
ASV3494	unknown	unknown	unknown	unknown	unknown
ASV3495	unknown	unknown	unknown	unknown	unknown
ASV3496	no	unknown	unknown	unknown	unknown
ASV3497	unknown	unknown	unknown	unknown	unknown
ASV3498	unknown	unknown	unknown	unknown	unknown
ASV3499	unknown	unknown	unknown	unknown	unknown
ASV3500	unknown	unknown	unknown	unknown	unknown
ASV3501	unknown	unknown	unknown	unknown	unknown
ASV3502	unknown	unknown	unknown	unknown	unknown
ASV3503	unknown	unknown	unknown	unknown	unknown
ASV3504	unknown	unknown	unknown	unknown	unknown
ASV3505	yes	mixed	unknown	unknown	unknown
ASV3506	unknown	unknown	unknown	unknown	unknown
ASV3507	unknown	unknown	unknown	unknown	unknown
ASV3508	unknown	unknown	unknown	unknown	unknown
ASV3509	unknown	unknown	unknown	unknown	unknown
ASV3510	unknown	unknown	unknown	unknown	unknown
ASV3511	unknown	unknown	unknown	unknown	unknown
ASV3512	yes	anaerobe	unknown	unknown	unknown
ASV3513	unknown	unknown	unknown	unknown	unknown
ASV3514	unknown	unknown	unknown	unknown	unknown
ASV3515	unknown	unknown	unknown	unknown	unknown
ASV3516	yes	mixed	unknown	unknown	unknown
ASV3517	unknown	unknown	unknown	unknown	unknown
ASV3518	unknown	unknown	unknown	unknown	unknown
ASV3519	unknown	unknown	unknown	unknown	unknown
ASV3520	unknown	unknown	unknown	unknown	unknown
ASV3521	unknown	unknown	unknown	unknown	unknown
ASV3522	unknown	unknown	unknown	unknown	unknown
ASV3523	unknown	unknown	unknown	unknown	unknown
ASV3524	unknown	unknown	unknown	unknown	unknown
ASV3525	unknown	unknown	unknown	unknown	unknown
ASV3526	unknown	unknown	unknown	unknown	unknown
ASV3527	unknown	unknown	unknown	unknown	unknown
ASV3528	unknown	unknown	unknown	unknown	unknown
ASV3529	unknown	unknown	unknown	unknown	unknown
ASV3530	no	unknown	unknown	unknown	unknown
ASV3531	unknown	unknown	unknown	unknown	unknown
ASV3532	unknown	unknown	unknown	unknown	unknown
ASV3533	unknown	unknown	unknown	unknown	unknown
ASV3534	unknown	unknown	unknown	unknown	unknown
ASV3535	yes	mixed	unknown	unknown	unknown
ASV3536	unknown	unknown	unknown	unknown	unknown
ASV3537	unknown	unknown	unknown	unknown	unknown
ASV3538	unknown	unknown	unknown	unknown	unknown
ASV3539	unknown	unknown	unknown	unknown	unknown
ASV3540	unknown	unknown	unknown	unknown	unknown
ASV3541	unknown	unknown	unknown	unknown	unknown
ASV3542	unknown	unknown	unknown	unknown	unknown
ASV3543	unknown	unknown	unknown	unknown	unknown
ASV3544	unknown	unknown	unknown	unknown	unknown
ASV3545	unknown	unknown	unknown	unknown	unknown
ASV3546	unknown	unknown	unknown	unknown	unknown
ASV3547	unknown	unknown	unknown	unknown	unknown
ASV3548	unknown	unknown	unknown	unknown	unknown
ASV3549	unknown	unknown	unknown	unknown	unknown
ASV3550	unknown	unknown	unknown	unknown	unknown
ASV3551	unknown	unknown	unknown	unknown	unknown
ASV3552	unknown	unknown	unknown	unknown	unknown
ASV3553	unknown	unknown	unknown	unknown	unknown
ASV3554	unknown	unknown	unknown	unknown	unknown
ASV3555	unknown	unknown	unknown	unknown	unknown
ASV3556	unknown	unknown	unknown	unknown	unknown
ASV3557	unknown	unknown	unknown	unknown	unknown
ASV3558	unknown	unknown	unknown	unknown	unknown
ASV3559	unknown	unknown	unknown	unknown	unknown
ASV3560	unknown	unknown	unknown	unknown	unknown
ASV3561	unknown	unknown	unknown	unknown	unknown
ASV3562	unknown	unknown	unknown	unknown	unknown
ASV3563	unknown	unknown	unknown	unknown	unknown
ASV3564	unknown	unknown	unknown	unknown	unknown
ASV3565	unknown	unknown	unknown	unknown	unknown
ASV3566	unknown	unknown	unknown	unknown	unknown
ASV3567	unknown	unknown	unknown	unknown	unknown
ASV3568	unknown	unknown	unknown	unknown	unknown
ASV3569	unknown	unknown	unknown	unknown	unknown
ASV3570	unknown	unknown	unknown	unknown	unknown
ASV3571	unknown	unknown	unknown	unknown	unknown
ASV3572	unknown	unknown	unknown	unknown	unknown
ASV3573	unknown	unknown	unknown	unknown	unknown
ASV3574	unknown	unknown	unknown	unknown	unknown
ASV3575	unknown	unknown	unknown	unknown	unknown
ASV3576	unknown	unknown	unknown	unknown	unknown
ASV3577	unknown	unknown	unknown	unknown	unknown
ASV3578	unknown	unknown	unknown	unknown	unknown
ASV3579	unknown	unknown	unknown	unknown	unknown
ASV3580	unknown	unknown	unknown	unknown	unknown
ASV3581	unknown	unknown	unknown	unknown	unknown
ASV3582	unknown	unknown	unknown	unknown	unknown
ASV3583	unknown	unknown	unknown	unknown	unknown
ASV3584	unknown	unknown	unknown	unknown	unknown
ASV3585	unknown	unknown	unknown	unknown	unknown
ASV3586	yes	unknown	unknown	unknown	unknown
ASV3587	unknown	unknown	unknown	unknown	unknown
ASV3588	unknown	unknown	unknown	unknown	unknown
ASV3589	unknown	unknown	unknown	unknown	unknown
ASV3590	unknown	unknown	unknown	unknown	unknown
ASV3591	no	unknown	unknown	unknown	unknown
ASV3592	unknown	unknown	unknown	unknown	unknown
ASV3593	unknown	unknown	unknown	unknown	unknown
ASV3594	unknown	unknown	unknown	unknown	unknown
ASV3595	unknown	unknown	unknown	unknown	unknown
ASV3596	unknown	unknown	unknown	unknown	unknown
ASV3597	unknown	unknown	unknown	unknown	unknown
ASV3598	unknown	unknown	unknown	unknown	unknown
ASV3599	unknown	unknown	unknown	unknown	unknown
ASV3600	unknown	unknown	unknown	unknown	unknown
ASV3601	unknown	unknown	unknown	unknown	unknown
ASV3602	unknown	unknown	unknown	unknown	unknown
ASV3603	unknown	unknown	unknown	unknown	unknown
ASV3604	unknown	unknown	unknown	unknown	unknown
ASV3605	unknown	unknown	unknown	unknown	unknown
ASV3606	unknown	unknown	unknown	unknown	unknown
ASV3607	unknown	unknown	unknown	unknown	unknown
ASV3608	unknown	unknown	unknown	unknown	unknown
ASV3609	unknown	unknown	unknown	unknown	unknown
ASV3610	unknown	unknown	unknown	unknown	unknown
ASV3611	unknown	unknown	unknown	unknown	unknown
ASV3612	unknown	unknown	unknown	unknown	unknown
ASV3613	unknown	unknown	unknown	unknown	unknown
ASV3614	yes	mixed	unknown	unknown	unknown
ASV3615	unknown	unknown	unknown	unknown	unknown
ASV3616	unknown	unknown	unknown	unknown	unknown
ASV3617	yes	mixed	unknown	yes	unknown
ASV3618	unknown	unknown	unknown	unknown	unknown
ASV3619	unknown	unknown	unknown	unknown	unknown
ASV3620	unknown	unknown	unknown	unknown	unknown
ASV3621	unknown	unknown	unknown	unknown	unknown
ASV3622	unknown	unknown	unknown	unknown	unknown
ASV3623	unknown	unknown	unknown	unknown	unknown
ASV3624	unknown	unknown	unknown	unknown	unknown
ASV3625	unknown	unknown	unknown	unknown	unknown
ASV3626	yes	unknown	unknown	unknown	unknown
ASV3627	unknown	unknown	unknown	unknown	unknown
ASV3628	unknown	unknown	unknown	unknown	unknown
ASV3629	unknown	unknown	unknown	unknown	unknown
ASV3630	unknown	unknown	unknown	unknown	unknown
ASV3631	unknown	unknown	unknown	unknown	unknown
ASV3632	unknown	unknown	unknown	unknown	unknown
ASV3633	unknown	unknown	unknown	unknown	unknown
ASV3634	unknown	unknown	unknown	unknown	unknown
ASV3635	unknown	unknown	unknown	unknown	unknown
ASV3636	unknown	unknown	unknown	unknown	unknown
ASV3637	unknown	unknown	unknown	unknown	unknown
ASV3638	unknown	unknown	unknown	unknown	unknown
ASV3639	unknown	unknown	unknown	unknown	unknown
ASV3640	unknown	unknown	unknown	unknown	unknown
ASV3641	unknown	unknown	unknown	unknown	unknown
ASV3642	unknown	unknown	unknown	unknown	unknown
ASV3643	unknown	unknown	unknown	unknown	unknown
ASV3644	unknown	unknown	unknown	unknown	unknown
ASV3645	unknown	unknown	unknown	unknown	unknown
ASV3646	unknown	unknown	unknown	unknown	unknown
ASV3647	unknown	unknown	unknown	unknown	unknown
ASV3648	unknown	unknown	unknown	unknown	unknown
ASV3649	unknown	unknown	unknown	unknown	unknown
ASV3650	unknown	unknown	unknown	unknown	unknown
ASV3651	unknown	unknown	unknown	unknown	unknown
ASV3652	unknown	unknown	unknown	unknown	unknown
ASV3653	unknown	unknown	unknown	unknown	unknown
ASV3654	unknown	unknown	unknown	unknown	unknown
ASV3655	unknown	unknown	unknown	unknown	unknown
ASV3656	unknown	unknown	unknown	unknown	unknown
ASV3657	unknown	unknown	unknown	unknown	unknown
ASV3658	unknown	unknown	unknown	unknown	unknown
ASV3659	unknown	unknown	unknown	unknown	unknown
ASV3660	unknown	unknown	unknown	unknown	unknown
ASV3661	unknown	unknown	unknown	unknown	unknown
ASV3662	no	unknown	unknown	unknown	unknown
ASV3663	unknown	unknown	unknown	unknown	unknown
ASV3664	unknown	unknown	unknown	unknown	unknown
ASV3665	unknown	unknown	unknown	unknown	unknown
ASV3666	unknown	unknown	unknown	unknown	unknown
ASV3667	unknown	unknown	unknown	unknown	unknown
ASV3668	unknown	unknown	unknown	unknown	unknown
ASV3669	unknown	unknown	unknown	unknown	unknown
ASV3670	unknown	unknown	unknown	unknown	unknown
ASV3671	unknown	unknown	unknown	unknown	unknown
ASV3672	unknown	unknown	unknown	unknown	unknown
ASV3673	unknown	unknown	unknown	unknown	unknown
ASV3674	unknown	unknown	unknown	unknown	unknown
ASV3675	unknown	unknown	unknown	unknown	unknown
ASV3676	unknown	unknown	unknown	unknown	unknown
ASV3677	unknown	unknown	unknown	unknown	unknown
ASV3678	unknown	unknown	unknown	unknown	unknown
ASV3679	unknown	unknown	unknown	unknown	unknown
ASV3680	unknown	unknown	unknown	unknown	unknown
ASV3681	unknown	unknown	unknown	unknown	unknown
ASV3682	unknown	unknown	unknown	unknown	unknown
ASV3683	unknown	unknown	unknown	unknown	unknown
ASV3684	unknown	unknown	unknown	unknown	unknown
ASV3685	unknown	unknown	unknown	unknown	unknown
ASV3686	unknown	unknown	unknown	unknown	unknown
ASV3687	unknown	unknown	unknown	unknown	unknown
ASV3688	unknown	unknown	unknown	unknown	unknown
ASV3689	yes	anaerobe	unknown	unknown	unknown
ASV3690	unknown	unknown	unknown	unknown	unknown
ASV3691	unknown	unknown	unknown	unknown	unknown
ASV3692	unknown	unknown	unknown	unknown	unknown
ASV3693	unknown	unknown	unknown	unknown	unknown
ASV3694	unknown	unknown	unknown	unknown	unknown
ASV3695	unknown	unknown	unknown	unknown	unknown
ASV3696	unknown	unknown	unknown	unknown	unknown
ASV3697	unknown	unknown	unknown	unknown	unknown
ASV3698	unknown	unknown	unknown	unknown	unknown
ASV3699	unknown	unknown	unknown	unknown	unknown
ASV3700	unknown	unknown	unknown	unknown	unknown
ASV3701	unknown	unknown	unknown	unknown	unknown
ASV3702	unknown	unknown	unknown	unknown	unknown
ASV3703	unknown	unknown	unknown	unknown	unknown
ASV3704	unknown	unknown	unknown	unknown	unknown
ASV3705	unknown	unknown	unknown	unknown	unknown
ASV3706	unknown	unknown	unknown	unknown	unknown
ASV3707	unknown	unknown	unknown	unknown	unknown
ASV3708	unknown	unknown	unknown	unknown	unknown
ASV3709	unknown	unknown	unknown	unknown	unknown
ASV3710	unknown	unknown	unknown	unknown	unknown
ASV3711	unknown	unknown	unknown	unknown	unknown
ASV3712	unknown	unknown	unknown	unknown	unknown
ASV3713	unknown	unknown	unknown	unknown	unknown
ASV3714	unknown	unknown	unknown	unknown	unknown
ASV3715	unknown	unknown	unknown	unknown	unknown
ASV3716	unknown	unknown	unknown	unknown	unknown
ASV3717	unknown	unknown	unknown	unknown	unknown
ASV3718	unknown	unknown	unknown	unknown	unknown
ASV3719	yes	mixed	unknown	unknown	unknown
ASV3720	unknown	unknown	unknown	unknown	unknown
ASV3721	unknown	unknown	unknown	unknown	unknown
ASV3722	unknown	unknown	unknown	unknown	unknown
ASV3723	unknown	unknown	unknown	unknown	unknown
ASV3724	unknown	unknown	unknown	unknown	unknown
ASV3725	unknown	unknown	unknown	unknown	unknown
ASV3726	unknown	unknown	unknown	unknown	unknown
ASV3727	unknown	unknown	unknown	unknown	unknown
ASV3728	unknown	unknown	unknown	unknown	unknown
ASV3729	unknown	unknown	unknown	unknown	unknown
ASV3730	unknown	unknown	unknown	unknown	unknown
ASV3731	unknown	unknown	unknown	unknown	unknown
ASV3732	unknown	unknown	unknown	unknown	unknown
ASV3733	unknown	unknown	unknown	unknown	unknown
ASV3734	unknown	unknown	unknown	unknown	unknown
ASV3735	unknown	unknown	unknown	unknown	unknown
ASV3736	unknown	unknown	unknown	unknown	unknown
ASV3737	unknown	unknown	unknown	unknown	unknown
ASV3738	unknown	unknown	unknown	unknown	unknown
ASV3739	unknown	unknown	unknown	unknown	unknown
ASV3740	unknown	unknown	unknown	unknown	unknown
ASV3741	unknown	unknown	unknown	unknown	unknown
ASV3742	unknown	unknown	unknown	unknown	unknown
ASV3743	unknown	unknown	unknown	unknown	unknown
ASV3744	unknown	unknown	unknown	unknown	unknown
ASV3745	unknown	unknown	unknown	unknown	unknown
ASV3746	unknown	unknown	unknown	unknown	unknown
ASV3747	unknown	unknown	unknown	unknown	unknown
ASV3748	unknown	unknown	unknown	unknown	unknown
ASV3749	unknown	unknown	unknown	unknown	unknown
ASV3750	unknown	unknown	unknown	unknown	unknown
ASV3751	unknown	unknown	unknown	unknown	unknown
ASV3752	unknown	unknown	unknown	unknown	unknown
ASV3753	unknown	unknown	unknown	unknown	unknown
ASV3754	unknown	unknown	unknown	unknown	unknown
ASV3755	unknown	unknown	unknown	unknown	unknown
ASV3756	unknown	unknown	unknown	unknown	unknown
ASV3757	unknown	unknown	unknown	unknown	unknown
ASV3758	yes	anaerobe	unknown	unknown	unknown
ASV3759	unknown	unknown	unknown	unknown	unknown
ASV3760	unknown	unknown	unknown	unknown	unknown
ASV3761	unknown	unknown	unknown	unknown	unknown
ASV3762	unknown	unknown	unknown	unknown	unknown
ASV3763	unknown	unknown	unknown	unknown	unknown
ASV3764	unknown	unknown	unknown	unknown	unknown
ASV3765	unknown	unknown	unknown	unknown	unknown
ASV3766	unknown	unknown	unknown	unknown	unknown
ASV3767	unknown	unknown	unknown	unknown	unknown
ASV3768	unknown	unknown	unknown	unknown	unknown
ASV3769	unknown	unknown	unknown	unknown	unknown
ASV3770	unknown	unknown	unknown	unknown	unknown
ASV3771	unknown	unknown	unknown	unknown	unknown
ASV3772	unknown	unknown	unknown	unknown	unknown
ASV3773	yes	mixed	unknown	unknown	unknown
ASV3774	unknown	unknown	unknown	unknown	unknown
ASV3775	yes	mixed	unknown	unknown	unknown
ASV3776	unknown	unknown	unknown	unknown	unknown
ASV3777	unknown	unknown	unknown	unknown	unknown
ASV3778	unknown	unknown	unknown	unknown	unknown
ASV3779	unknown	unknown	unknown	unknown	unknown
ASV3780	unknown	unknown	unknown	unknown	unknown
ASV3781	unknown	unknown	unknown	unknown	unknown
ASV3782	unknown	unknown	unknown	unknown	unknown
ASV3783	unknown	unknown	unknown	unknown	unknown
ASV3784	unknown	unknown	unknown	unknown	unknown
ASV3785	unknown	unknown	unknown	unknown	unknown
ASV3786	unknown	unknown	unknown	unknown	unknown
ASV3787	unknown	unknown	unknown	unknown	unknown
ASV3788	unknown	unknown	unknown	unknown	unknown
ASV3789	yes	anaerobe	unknown	unknown	unknown
ASV3790	unknown	unknown	unknown	unknown	unknown
ASV3791	unknown	unknown	unknown	unknown	unknown
ASV3792	unknown	unknown	unknown	unknown	unknown
ASV3793	unknown	unknown	unknown	unknown	unknown
ASV3794	unknown	unknown	unknown	unknown	unknown
ASV3795	unknown	unknown	unknown	unknown	unknown
ASV3796	unknown	unknown	unknown	unknown	unknown
ASV3797	unknown	unknown	unknown	unknown	unknown
ASV3798	unknown	unknown	unknown	unknown	unknown
ASV3799	unknown	unknown	unknown	unknown	unknown
ASV3800	unknown	unknown	unknown	unknown	unknown
ASV3801	unknown	unknown	unknown	unknown	unknown
ASV3802	unknown	unknown	unknown	unknown	unknown
ASV3803	unknown	unknown	unknown	unknown	unknown
ASV3804	unknown	unknown	unknown	unknown	unknown
ASV3805	unknown	unknown	unknown	unknown	unknown
ASV3806	unknown	unknown	unknown	unknown	unknown
ASV3807	unknown	unknown	unknown	unknown	unknown
ASV3808	unknown	unknown	unknown	unknown	unknown
ASV3809	unknown	unknown	unknown	unknown	unknown
ASV3810	unknown	unknown	unknown	unknown	unknown
ASV3811	unknown	unknown	unknown	unknown	unknown
ASV3812	unknown	unknown	unknown	unknown	unknown
ASV3813	unknown	unknown	unknown	unknown	unknown
ASV3814	unknown	unknown	unknown	unknown	unknown
ASV3815	unknown	unknown	unknown	unknown	unknown
ASV3816	unknown	unknown	unknown	unknown	unknown
ASV3817	unknown	unknown	unknown	unknown	unknown
ASV3818	unknown	unknown	unknown	unknown	unknown
ASV3819	unknown	unknown	unknown	unknown	unknown
ASV3820	unknown	unknown	unknown	unknown	unknown
ASV3821	unknown	unknown	unknown	unknown	unknown
ASV3822	unknown	unknown	unknown	unknown	unknown
ASV3823	unknown	unknown	unknown	unknown	unknown
ASV3824	unknown	unknown	unknown	unknown	unknown
ASV3825	unknown	unknown	unknown	unknown	unknown
ASV3826	unknown	unknown	unknown	unknown	unknown
ASV3827	unknown	unknown	unknown	unknown	unknown
ASV3828	unknown	unknown	unknown	unknown	unknown
ASV3829	unknown	unknown	unknown	unknown	unknown
ASV3830	unknown	unknown	unknown	unknown	unknown
ASV3831	unknown	unknown	unknown	unknown	unknown
ASV3832	unknown	unknown	unknown	unknown	unknown
ASV3833	unknown	unknown	unknown	unknown	unknown
ASV3834	unknown	unknown	unknown	unknown	unknown
ASV3835	unknown	unknown	unknown	unknown	unknown
ASV3836	unknown	unknown	unknown	unknown	unknown
ASV3837	unknown	unknown	unknown	unknown	unknown
ASV3838	yes	unknown	unknown	unknown	unknown
ASV3839	unknown	unknown	unknown	unknown	unknown
ASV3840	unknown	unknown	unknown	unknown	unknown
ASV3841	unknown	unknown	unknown	unknown	unknown
ASV3842	yes	anaerobe	unknown	unknown	unknown
ASV3843	unknown	unknown	unknown	unknown	unknown
ASV3844	unknown	unknown	unknown	unknown	unknown
ASV3845	unknown	unknown	unknown	unknown	unknown
ASV3846	unknown	unknown	unknown	unknown	unknown
ASV3847	unknown	unknown	unknown	unknown	unknown
ASV3848	unknown	unknown	unknown	unknown	unknown
ASV3849	unknown	unknown	unknown	unknown	unknown
ASV3850	unknown	unknown	unknown	unknown	unknown
ASV3851	unknown	unknown	unknown	unknown	unknown
ASV3852	unknown	unknown	unknown	unknown	unknown
ASV3853	unknown	unknown	unknown	unknown	unknown
ASV3854	unknown	unknown	unknown	unknown	unknown
ASV3855	unknown	unknown	unknown	unknown	unknown
ASV3856	unknown	unknown	unknown	unknown	unknown
ASV3857	unknown	unknown	unknown	unknown	unknown
ASV3858	unknown	unknown	unknown	unknown	unknown
ASV3859	unknown	unknown	unknown	unknown	unknown
ASV3860	unknown	unknown	unknown	unknown	unknown
ASV3861	unknown	unknown	unknown	unknown	unknown
ASV3862	unknown	unknown	unknown	unknown	unknown
ASV3863	unknown	unknown	unknown	unknown	unknown
ASV3864	unknown	unknown	unknown	unknown	unknown
ASV3865	yes	mixed	unknown	unknown	unknown
