	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV1765	unknown	unknown	unknown	unknown	unknown
ASV1766	unknown	unknown	unknown	unknown	unknown
ASV1767	unknown	unknown	unknown	unknown	unknown
ASV1768	unknown	unknown	unknown	unknown	unknown
ASV1769	unknown	unknown	unknown	unknown	unknown
ASV1770	unknown	unknown	unknown	unknown	unknown
ASV1771	unknown	unknown	unknown	unknown	unknown
ASV1772	unknown	unknown	unknown	unknown	unknown
ASV1773	unknown	unknown	unknown	unknown	unknown
ASV1774	unknown	unknown	unknown	unknown	unknown
ASV1775	unknown	unknown	unknown	unknown	unknown
ASV1776	unknown	unknown	unknown	unknown	unknown
ASV1777	unknown	unknown	unknown	unknown	unknown
ASV1778	unknown	unknown	unknown	unknown	unknown
ASV1779	unknown	unknown	unknown	unknown	unknown
ASV1780	unknown	unknown	unknown	unknown	unknown
ASV1781	unknown	unknown	unknown	unknown	unknown
ASV1782	unknown	unknown	unknown	unknown	unknown
ASV1783	unknown	unknown	unknown	unknown	unknown
ASV1784	unknown	unknown	unknown	unknown	unknown
ASV1785	unknown	unknown	unknown	unknown	unknown
ASV1786	unknown	unknown	unknown	unknown	unknown
ASV1787	unknown	unknown	unknown	unknown	unknown
ASV1788	unknown	unknown	unknown	unknown	unknown
ASV1789	unknown	unknown	unknown	unknown	unknown
ASV1790	unknown	unknown	unknown	unknown	unknown
ASV1791	unknown	unknown	unknown	unknown	unknown
ASV1792	unknown	unknown	unknown	unknown	unknown
ASV1793	unknown	unknown	unknown	unknown	unknown
ASV1794	unknown	unknown	unknown	unknown	unknown
ASV1795	unknown	unknown	unknown	unknown	unknown
ASV1796	unknown	unknown	unknown	unknown	unknown
ASV1797	unknown	unknown	unknown	unknown	unknown
ASV1798	unknown	unknown	unknown	unknown	unknown
ASV1799	unknown	unknown	unknown	unknown	unknown
ASV1800	unknown	unknown	unknown	unknown	unknown
ASV1801	unknown	unknown	unknown	unknown	unknown
ASV1802	unknown	unknown	unknown	unknown	unknown
ASV1803	unknown	unknown	unknown	unknown	unknown
ASV1804	unknown	unknown	unknown	unknown	unknown
ASV1805	unknown	unknown	unknown	unknown	unknown
ASV1806	unknown	unknown	unknown	unknown	unknown
ASV1807	unknown	unknown	unknown	unknown	unknown
ASV1808	no	unknown	unknown	unknown	unknown
ASV1809	unknown	unknown	unknown	unknown	unknown
ASV1810	unknown	unknown	unknown	unknown	unknown
ASV1811	unknown	unknown	unknown	unknown	unknown
ASV1812	unknown	unknown	unknown	unknown	unknown
ASV1813	unknown	unknown	unknown	unknown	unknown
ASV1814	unknown	unknown	unknown	unknown	unknown
ASV1815	unknown	unknown	unknown	unknown	unknown
ASV1816	unknown	unknown	unknown	unknown	unknown
ASV1817	unknown	unknown	unknown	unknown	unknown
ASV1818	unknown	unknown	unknown	unknown	unknown
ASV1819	unknown	unknown	unknown	unknown	unknown
ASV1820	unknown	unknown	unknown	unknown	unknown
ASV1821	unknown	unknown	unknown	unknown	unknown
ASV1822	unknown	unknown	unknown	unknown	unknown
ASV1823	unknown	unknown	unknown	unknown	unknown
ASV1824	unknown	unknown	unknown	unknown	unknown
ASV1825	unknown	unknown	unknown	unknown	unknown
ASV1826	unknown	unknown	unknown	unknown	unknown
ASV1827	unknown	unknown	unknown	unknown	unknown
ASV1828	unknown	unknown	unknown	unknown	unknown
ASV1829	unknown	unknown	unknown	unknown	unknown
ASV1830	unknown	unknown	unknown	unknown	unknown
ASV1831	unknown	unknown	unknown	unknown	unknown
ASV1832	unknown	unknown	unknown	unknown	unknown
ASV1833	unknown	unknown	unknown	unknown	unknown
ASV1834	unknown	unknown	unknown	unknown	unknown
ASV1835	unknown	unknown	unknown	unknown	unknown
ASV1836	unknown	unknown	unknown	unknown	unknown
ASV1837	unknown	unknown	unknown	unknown	unknown
ASV1838	unknown	unknown	unknown	unknown	unknown
ASV1839	unknown	unknown	unknown	unknown	unknown
ASV1840	unknown	unknown	unknown	unknown	unknown
ASV1841	unknown	unknown	unknown	unknown	unknown
ASV1842	unknown	unknown	unknown	unknown	unknown
ASV1843	unknown	unknown	unknown	unknown	unknown
ASV1844	unknown	unknown	unknown	unknown	unknown
ASV1845	unknown	unknown	unknown	unknown	unknown
ASV1846	unknown	unknown	unknown	unknown	unknown
ASV1847	unknown	unknown	unknown	unknown	unknown
ASV1848	unknown	unknown	unknown	unknown	unknown
ASV1849	unknown	unknown	unknown	unknown	unknown
ASV1850	unknown	unknown	unknown	unknown	unknown
ASV1851	unknown	unknown	unknown	unknown	unknown
ASV1852	unknown	unknown	unknown	unknown	unknown
ASV1853	unknown	unknown	unknown	unknown	unknown
ASV1854	unknown	unknown	unknown	unknown	unknown
ASV1855	unknown	unknown	unknown	unknown	unknown
ASV1856	unknown	unknown	unknown	unknown	unknown
ASV1857	unknown	unknown	unknown	unknown	unknown
ASV1858	unknown	unknown	unknown	unknown	unknown
ASV1859	unknown	unknown	unknown	unknown	unknown
ASV1860	unknown	unknown	unknown	unknown	unknown
ASV1861	unknown	unknown	unknown	unknown	unknown
ASV1862	unknown	unknown	unknown	unknown	unknown
ASV1863	unknown	unknown	unknown	unknown	unknown
ASV1864	unknown	unknown	unknown	unknown	unknown
ASV1865	unknown	unknown	unknown	unknown	unknown
ASV1866	unknown	unknown	unknown	unknown	unknown
ASV1867	yes	anaerobe	unknown	unknown	unknown
ASV1868	unknown	unknown	unknown	unknown	unknown
ASV1869	unknown	unknown	unknown	unknown	unknown
ASV1870	unknown	unknown	unknown	unknown	unknown
ASV1871	unknown	unknown	unknown	unknown	unknown
ASV1872	unknown	unknown	unknown	unknown	unknown
ASV1873	unknown	unknown	unknown	unknown	unknown
ASV1874	unknown	unknown	unknown	unknown	unknown
ASV1875	unknown	unknown	unknown	unknown	unknown
ASV1876	unknown	unknown	unknown	unknown	unknown
ASV1877	unknown	unknown	unknown	unknown	unknown
ASV1878	unknown	unknown	unknown	unknown	unknown
ASV1879	unknown	unknown	unknown	unknown	unknown
ASV1880	unknown	unknown	unknown	unknown	unknown
ASV1881	unknown	unknown	unknown	unknown	unknown
ASV1882	unknown	unknown	unknown	unknown	unknown
ASV1883	unknown	unknown	unknown	unknown	unknown
ASV1884	unknown	unknown	unknown	unknown	unknown
ASV1885	unknown	unknown	unknown	unknown	unknown
ASV1886	unknown	unknown	unknown	unknown	unknown
ASV1887	unknown	unknown	unknown	unknown	unknown
ASV1888	unknown	unknown	unknown	unknown	unknown
ASV1889	yes	unknown	unknown	unknown	unknown
ASV1890	unknown	unknown	unknown	unknown	unknown
ASV1891	unknown	unknown	unknown	unknown	unknown
ASV1892	unknown	unknown	unknown	unknown	unknown
ASV1893	unknown	unknown	unknown	unknown	unknown
ASV1894	unknown	unknown	unknown	unknown	unknown
ASV1895	unknown	unknown	unknown	unknown	unknown
ASV1896	unknown	unknown	unknown	unknown	unknown
ASV1897	unknown	unknown	unknown	unknown	unknown
ASV1898	unknown	unknown	unknown	unknown	unknown
ASV1899	unknown	unknown	unknown	unknown	unknown
ASV1900	unknown	unknown	unknown	unknown	unknown
ASV1901	unknown	unknown	unknown	unknown	unknown
ASV1902	unknown	unknown	unknown	unknown	unknown
ASV1903	unknown	unknown	unknown	unknown	unknown
ASV1904	unknown	unknown	unknown	unknown	unknown
ASV1905	unknown	unknown	unknown	unknown	unknown
ASV1906	unknown	unknown	unknown	unknown	unknown
ASV1907	unknown	unknown	unknown	unknown	unknown
ASV1908	unknown	unknown	unknown	unknown	unknown
ASV1909	unknown	unknown	unknown	unknown	unknown
ASV1910	unknown	unknown	unknown	unknown	unknown
ASV1911	yes	unknown	negative	unknown	no
ASV1912	unknown	unknown	unknown	unknown	unknown
ASV1913	unknown	unknown	unknown	unknown	unknown
ASV1914	unknown	unknown	unknown	unknown	unknown
ASV1915	unknown	unknown	unknown	unknown	unknown
ASV1916	unknown	unknown	unknown	unknown	unknown
ASV1917	unknown	unknown	unknown	unknown	unknown
ASV1918	unknown	unknown	unknown	unknown	unknown
ASV1919	unknown	unknown	unknown	unknown	unknown
ASV1920	unknown	unknown	unknown	unknown	unknown
ASV1921	unknown	unknown	unknown	unknown	unknown
ASV1922	unknown	unknown	unknown	unknown	unknown
ASV1923	unknown	unknown	unknown	unknown	unknown
ASV1924	unknown	unknown	unknown	unknown	unknown
ASV1925	unknown	unknown	unknown	unknown	unknown
ASV1926	unknown	unknown	unknown	unknown	unknown
ASV1927	unknown	unknown	unknown	unknown	unknown
ASV1928	unknown	unknown	unknown	unknown	unknown
ASV1929	unknown	unknown	unknown	unknown	unknown
ASV1930	unknown	unknown	unknown	unknown	unknown
ASV1931	unknown	unknown	unknown	unknown	unknown
ASV1932	yes	anaerobe	unknown	unknown	unknown
ASV1933	unknown	unknown	unknown	unknown	unknown
ASV1934	unknown	unknown	unknown	unknown	unknown
ASV1935	unknown	unknown	unknown	unknown	unknown
ASV1936	unknown	unknown	unknown	unknown	unknown
ASV1937	unknown	unknown	unknown	unknown	unknown
ASV1938	unknown	unknown	unknown	unknown	unknown
ASV1939	unknown	unknown	unknown	unknown	unknown
ASV1940	unknown	unknown	unknown	unknown	unknown
ASV1941	yes	mixed	positive	unknown	unknown
ASV1942	unknown	unknown	unknown	unknown	unknown
ASV1943	unknown	unknown	unknown	unknown	unknown
ASV1944	unknown	unknown	unknown	unknown	unknown
ASV1945	unknown	unknown	unknown	unknown	unknown
ASV1946	unknown	unknown	unknown	unknown	unknown
ASV1947	unknown	unknown	unknown	unknown	unknown
ASV1948	unknown	unknown	unknown	unknown	unknown
ASV1949	unknown	unknown	unknown	unknown	unknown
ASV1950	unknown	unknown	unknown	unknown	unknown
ASV1951	unknown	unknown	unknown	unknown	unknown
ASV1952	unknown	unknown	unknown	unknown	unknown
ASV1953	unknown	unknown	unknown	unknown	unknown
ASV1954	unknown	unknown	unknown	unknown	unknown
ASV1955	unknown	unknown	unknown	unknown	unknown
ASV1956	unknown	unknown	unknown	unknown	unknown
ASV1957	unknown	unknown	unknown	unknown	unknown
ASV1958	unknown	unknown	unknown	unknown	unknown
ASV1959	unknown	unknown	unknown	unknown	unknown
ASV1960	unknown	unknown	unknown	unknown	unknown
ASV1961	unknown	unknown	unknown	unknown	unknown
ASV1962	unknown	unknown	unknown	unknown	unknown
ASV1963	unknown	unknown	unknown	unknown	unknown
ASV1964	unknown	unknown	unknown	unknown	unknown
ASV1965	no	unknown	unknown	unknown	unknown
ASV1966	unknown	unknown	unknown	unknown	unknown
ASV1967	unknown	unknown	unknown	unknown	unknown
ASV1968	unknown	unknown	unknown	unknown	unknown
ASV1969	unknown	unknown	unknown	unknown	unknown
ASV1970	unknown	unknown	unknown	unknown	unknown
ASV1971	unknown	unknown	unknown	unknown	unknown
ASV1972	unknown	unknown	unknown	unknown	unknown
ASV1973	unknown	unknown	unknown	unknown	unknown
ASV1974	unknown	unknown	unknown	unknown	unknown
ASV1975	unknown	unknown	unknown	unknown	unknown
ASV1976	unknown	unknown	unknown	unknown	unknown
ASV1977	unknown	unknown	unknown	unknown	unknown
ASV1978	unknown	unknown	unknown	unknown	unknown
ASV1979	unknown	unknown	unknown	unknown	unknown
ASV1980	yes	anaerobe	unknown	unknown	unknown
ASV1981	unknown	unknown	unknown	unknown	unknown
ASV1982	yes	anaerobe	unknown	unknown	unknown
ASV1983	unknown	unknown	unknown	unknown	unknown
ASV1984	unknown	unknown	unknown	unknown	unknown
ASV1985	unknown	unknown	unknown	unknown	unknown
ASV1986	unknown	unknown	unknown	unknown	unknown
ASV1987	unknown	unknown	unknown	unknown	unknown
ASV1988	unknown	unknown	unknown	unknown	unknown
ASV1989	unknown	unknown	unknown	unknown	unknown
ASV1990	unknown	unknown	unknown	unknown	unknown
ASV1991	unknown	unknown	unknown	unknown	unknown
ASV1992	unknown	unknown	unknown	unknown	unknown
ASV1993	unknown	unknown	unknown	unknown	unknown
ASV1994	unknown	unknown	unknown	unknown	unknown
ASV1995	unknown	unknown	unknown	unknown	unknown
ASV1996	unknown	unknown	unknown	unknown	unknown
ASV1997	unknown	unknown	unknown	unknown	unknown
ASV1998	unknown	unknown	unknown	unknown	unknown
ASV1999	unknown	unknown	unknown	unknown	unknown
ASV2000	unknown	unknown	unknown	unknown	unknown
ASV2001	unknown	unknown	unknown	unknown	unknown
ASV2002	unknown	unknown	unknown	unknown	unknown
ASV2003	unknown	unknown	unknown	unknown	unknown
ASV2004	unknown	unknown	unknown	unknown	unknown
ASV2005	yes	anaerobe	unknown	unknown	unknown
ASV2006	unknown	unknown	unknown	unknown	unknown
ASV2007	unknown	unknown	unknown	unknown	unknown
ASV2008	unknown	unknown	unknown	unknown	unknown
ASV2009	unknown	unknown	unknown	unknown	unknown
ASV2010	unknown	unknown	unknown	unknown	unknown
ASV2011	unknown	unknown	unknown	unknown	unknown
ASV2012	unknown	unknown	unknown	unknown	unknown
ASV2013	unknown	unknown	unknown	unknown	unknown
ASV2014	unknown	unknown	unknown	unknown	unknown
ASV2015	unknown	unknown	unknown	unknown	unknown
ASV2016	unknown	unknown	unknown	unknown	unknown
ASV2017	unknown	unknown	unknown	unknown	unknown
ASV2018	unknown	unknown	unknown	unknown	unknown
ASV2019	unknown	unknown	unknown	unknown	unknown
ASV2020	unknown	unknown	unknown	unknown	unknown
ASV2021	unknown	unknown	unknown	unknown	unknown
ASV2022	unknown	unknown	unknown	unknown	unknown
ASV2023	unknown	unknown	unknown	unknown	unknown
ASV2024	unknown	unknown	unknown	unknown	unknown
ASV2025	unknown	unknown	unknown	unknown	unknown
ASV2026	unknown	unknown	unknown	unknown	unknown
ASV2027	unknown	unknown	unknown	unknown	unknown
ASV2028	unknown	unknown	unknown	unknown	unknown
ASV2029	unknown	unknown	unknown	unknown	unknown
ASV2030	unknown	unknown	unknown	unknown	unknown
ASV2031	unknown	unknown	unknown	unknown	unknown
ASV2032	unknown	unknown	unknown	unknown	unknown
ASV2033	unknown	unknown	unknown	unknown	unknown
ASV2034	unknown	unknown	unknown	unknown	unknown
ASV2035	unknown	unknown	unknown	unknown	unknown
ASV2036	unknown	unknown	unknown	unknown	unknown
ASV2037	unknown	unknown	unknown	unknown	unknown
ASV2038	unknown	unknown	unknown	unknown	unknown
ASV2039	unknown	unknown	unknown	unknown	unknown
ASV2040	unknown	unknown	unknown	unknown	unknown
ASV2041	unknown	unknown	unknown	unknown	unknown
ASV2042	unknown	unknown	unknown	unknown	unknown
ASV2043	unknown	unknown	unknown	unknown	unknown
ASV2044	unknown	unknown	unknown	unknown	unknown
ASV2045	unknown	unknown	unknown	unknown	unknown
ASV2046	unknown	unknown	unknown	unknown	unknown
ASV2047	unknown	unknown	unknown	unknown	unknown
ASV2048	unknown	unknown	unknown	unknown	unknown
ASV2049	unknown	unknown	unknown	unknown	unknown
ASV2050	unknown	unknown	unknown	unknown	unknown
ASV2051	unknown	unknown	unknown	unknown	unknown
ASV2052	unknown	unknown	unknown	unknown	unknown
ASV2053	unknown	unknown	unknown	unknown	unknown
ASV2054	unknown	unknown	unknown	unknown	unknown
ASV2055	unknown	unknown	unknown	unknown	unknown
ASV2056	unknown	unknown	unknown	unknown	unknown
ASV2057	unknown	unknown	unknown	unknown	unknown
ASV2058	yes	unknown	unknown	unknown	unknown
ASV2059	unknown	unknown	unknown	unknown	unknown
ASV2060	unknown	unknown	unknown	unknown	unknown
ASV2061	unknown	unknown	unknown	unknown	unknown
ASV2062	unknown	unknown	unknown	unknown	unknown
ASV2063	unknown	unknown	unknown	unknown	unknown
ASV2064	no	unknown	unknown	unknown	unknown
ASV2065	unknown	unknown	unknown	unknown	unknown
ASV2066	unknown	unknown	unknown	unknown	unknown
ASV2067	unknown	unknown	unknown	unknown	unknown
ASV2068	yes	anaerobe	unknown	unknown	unknown
ASV2069	unknown	unknown	unknown	unknown	unknown
ASV2070	unknown	unknown	unknown	unknown	unknown
ASV2071	yes	anaerobe	unknown	unknown	unknown
ASV2072	unknown	unknown	unknown	unknown	unknown
ASV2073	unknown	unknown	unknown	unknown	unknown
ASV2074	unknown	unknown	unknown	unknown	unknown
ASV2075	no	unknown	unknown	unknown	unknown
ASV2076	unknown	unknown	unknown	unknown	unknown
ASV2077	unknown	unknown	unknown	unknown	unknown
ASV2078	unknown	unknown	unknown	unknown	unknown
ASV2079	unknown	unknown	unknown	unknown	unknown
ASV2080	unknown	unknown	unknown	unknown	unknown
ASV2081	unknown	unknown	unknown	unknown	unknown
ASV2082	unknown	unknown	unknown	unknown	unknown
ASV2083	unknown	unknown	unknown	unknown	unknown
ASV2084	unknown	unknown	unknown	unknown	unknown
ASV2085	unknown	unknown	unknown	unknown	unknown
ASV2086	unknown	unknown	unknown	unknown	unknown
ASV2087	unknown	unknown	unknown	unknown	unknown
ASV2088	unknown	unknown	unknown	unknown	unknown
ASV2089	unknown	unknown	unknown	unknown	unknown
ASV2090	unknown	unknown	unknown	unknown	unknown
ASV2091	unknown	unknown	unknown	unknown	unknown
ASV2092	unknown	unknown	unknown	unknown	unknown
ASV2093	unknown	unknown	unknown	unknown	unknown
ASV2094	unknown	unknown	unknown	unknown	unknown
ASV2095	unknown	unknown	unknown	unknown	unknown
ASV2096	unknown	unknown	unknown	unknown	unknown
ASV2097	unknown	unknown	unknown	unknown	unknown
ASV2098	unknown	unknown	unknown	unknown	unknown
ASV2099	unknown	unknown	unknown	unknown	unknown
ASV2100	unknown	unknown	unknown	unknown	unknown
ASV2101	unknown	unknown	unknown	unknown	unknown
ASV2102	unknown	unknown	unknown	unknown	unknown
ASV2103	unknown	unknown	unknown	unknown	unknown
ASV2104	unknown	unknown	unknown	unknown	unknown
ASV2105	unknown	unknown	unknown	unknown	unknown
ASV2106	unknown	unknown	unknown	unknown	unknown
ASV2107	unknown	unknown	unknown	unknown	unknown
ASV2108	unknown	unknown	unknown	unknown	unknown
ASV2109	unknown	unknown	unknown	unknown	unknown
ASV2110	unknown	unknown	unknown	unknown	unknown
ASV2111	unknown	unknown	unknown	unknown	unknown
ASV2112	unknown	unknown	unknown	unknown	unknown
ASV2113	unknown	unknown	unknown	unknown	unknown
ASV2114	unknown	unknown	unknown	unknown	unknown
ASV2115	unknown	unknown	unknown	unknown	unknown
ASV2116	unknown	unknown	unknown	unknown	unknown
ASV2117	unknown	unknown	unknown	unknown	unknown
ASV2118	unknown	unknown	unknown	unknown	unknown
ASV2119	unknown	unknown	unknown	unknown	unknown
ASV2120	unknown	unknown	unknown	unknown	unknown
ASV2121	unknown	unknown	unknown	unknown	unknown
ASV2122	unknown	unknown	unknown	unknown	unknown
ASV2123	unknown	unknown	unknown	unknown	unknown
ASV2124	unknown	unknown	unknown	unknown	unknown
ASV2125	unknown	unknown	unknown	unknown	unknown
ASV2126	unknown	unknown	unknown	unknown	unknown
ASV2127	unknown	unknown	unknown	unknown	unknown
ASV2128	unknown	unknown	unknown	unknown	unknown
ASV2129	unknown	unknown	unknown	unknown	unknown
ASV2130	unknown	unknown	unknown	unknown	unknown
ASV2131	unknown	unknown	unknown	unknown	unknown
ASV2132	no	unknown	unknown	unknown	unknown
ASV2133	unknown	unknown	unknown	unknown	unknown
ASV2134	unknown	unknown	unknown	unknown	unknown
ASV2135	unknown	unknown	unknown	unknown	unknown
ASV2136	unknown	unknown	unknown	unknown	unknown
ASV2137	unknown	unknown	unknown	unknown	unknown
ASV2138	no	unknown	unknown	unknown	unknown
ASV2139	unknown	unknown	unknown	unknown	unknown
ASV2140	unknown	unknown	unknown	unknown	unknown
ASV2141	unknown	unknown	unknown	unknown	unknown
ASV2142	unknown	unknown	unknown	unknown	unknown
ASV2143	unknown	unknown	unknown	unknown	unknown
ASV2144	unknown	unknown	unknown	unknown	unknown
ASV2145	unknown	unknown	unknown	unknown	unknown
ASV2146	unknown	unknown	unknown	unknown	unknown
ASV2147	unknown	unknown	unknown	unknown	unknown
ASV2148	unknown	unknown	unknown	unknown	unknown
ASV2149	unknown	unknown	unknown	unknown	unknown
ASV2150	unknown	unknown	unknown	unknown	unknown
ASV2151	unknown	unknown	unknown	unknown	unknown
ASV2152	unknown	unknown	unknown	unknown	unknown
ASV2153	unknown	unknown	unknown	unknown	unknown
ASV2154	unknown	unknown	unknown	unknown	unknown
ASV2155	unknown	unknown	unknown	unknown	unknown
ASV2156	unknown	unknown	unknown	unknown	unknown
ASV2157	unknown	unknown	unknown	unknown	unknown
ASV2158	yes	obligate_anaerobe	unknown	unknown	unknown
ASV2159	unknown	unknown	unknown	unknown	unknown
ASV2160	unknown	unknown	unknown	unknown	unknown
ASV2161	unknown	unknown	unknown	unknown	unknown
ASV2162	unknown	unknown	unknown	unknown	unknown
ASV2163	unknown	unknown	unknown	unknown	unknown
ASV2164	unknown	unknown	unknown	unknown	unknown
ASV2165	unknown	unknown	unknown	unknown	unknown
ASV2166	unknown	unknown	unknown	unknown	unknown
ASV2167	unknown	unknown	unknown	unknown	unknown
ASV2168	unknown	unknown	unknown	unknown	unknown
ASV2169	unknown	unknown	unknown	unknown	unknown
ASV2170	unknown	unknown	unknown	unknown	unknown
ASV2171	unknown	unknown	unknown	unknown	unknown
ASV2172	unknown	unknown	unknown	unknown	unknown
ASV2173	unknown	unknown	unknown	unknown	unknown
ASV2174	unknown	unknown	unknown	unknown	unknown
ASV2175	unknown	unknown	unknown	unknown	unknown
ASV2176	unknown	unknown	unknown	unknown	unknown
ASV2177	unknown	unknown	unknown	unknown	unknown
ASV2178	unknown	unknown	unknown	unknown	unknown
ASV2179	unknown	unknown	unknown	unknown	unknown
ASV2180	yes	anaerobe	unknown	unknown	unknown
ASV2181	unknown	unknown	unknown	unknown	unknown
ASV2182	unknown	unknown	unknown	unknown	unknown
ASV2183	unknown	unknown	unknown	unknown	unknown
ASV2184	unknown	unknown	unknown	unknown	unknown
ASV2185	unknown	unknown	unknown	unknown	unknown
ASV2186	unknown	unknown	unknown	unknown	unknown
ASV2187	unknown	unknown	unknown	unknown	unknown
ASV2188	unknown	unknown	unknown	unknown	unknown
ASV2189	unknown	unknown	unknown	unknown	unknown
ASV2190	unknown	unknown	unknown	unknown	unknown
ASV2191	unknown	unknown	unknown	unknown	unknown
ASV2192	unknown	unknown	unknown	unknown	unknown
ASV2193	unknown	unknown	unknown	unknown	unknown
ASV2194	unknown	unknown	unknown	unknown	unknown
ASV2195	unknown	unknown	unknown	unknown	unknown
ASV2196	unknown	unknown	unknown	unknown	unknown
ASV2197	unknown	unknown	unknown	unknown	unknown
ASV2198	unknown	unknown	unknown	unknown	unknown
ASV2199	unknown	unknown	unknown	unknown	unknown
ASV2200	unknown	unknown	unknown	unknown	unknown
ASV2201	unknown	unknown	unknown	unknown	unknown
ASV2202	unknown	unknown	unknown	unknown	unknown
ASV2203	unknown	unknown	unknown	unknown	unknown
ASV2204	unknown	unknown	unknown	unknown	unknown
ASV2205	unknown	unknown	unknown	unknown	unknown
ASV2206	unknown	unknown	unknown	unknown	unknown
ASV2207	unknown	unknown	unknown	unknown	unknown
ASV2208	unknown	unknown	unknown	unknown	unknown
ASV2209	unknown	unknown	unknown	unknown	unknown
ASV2210	unknown	unknown	unknown	unknown	unknown
ASV2211	unknown	unknown	unknown	unknown	unknown
ASV2212	unknown	unknown	unknown	unknown	unknown
ASV2213	unknown	unknown	unknown	unknown	unknown
ASV2214	unknown	unknown	unknown	unknown	unknown
ASV2215	unknown	unknown	unknown	unknown	unknown
ASV2216	unknown	unknown	unknown	unknown	unknown
ASV2217	unknown	unknown	unknown	unknown	unknown
ASV2218	unknown	unknown	unknown	unknown	unknown
ASV2219	unknown	unknown	unknown	unknown	unknown
ASV2220	unknown	unknown	unknown	unknown	unknown
ASV2221	unknown	unknown	unknown	unknown	unknown
ASV2222	unknown	unknown	unknown	unknown	unknown
ASV2223	unknown	unknown	unknown	unknown	unknown
ASV2224	no	unknown	unknown	unknown	unknown
ASV2225	unknown	unknown	unknown	unknown	unknown
ASV2226	unknown	unknown	unknown	unknown	unknown
ASV2227	unknown	unknown	unknown	unknown	unknown
ASV2228	unknown	unknown	unknown	unknown	unknown
ASV2229	unknown	unknown	unknown	unknown	unknown
ASV2230	unknown	unknown	unknown	unknown	unknown
ASV2231	unknown	unknown	unknown	unknown	unknown
ASV2232	yes	anaerobe	unknown	unknown	unknown
ASV2233	unknown	unknown	unknown	unknown	unknown
ASV2234	unknown	unknown	unknown	unknown	unknown
ASV2235	unknown	unknown	unknown	unknown	unknown
ASV2236	unknown	unknown	unknown	unknown	unknown
ASV2237	unknown	unknown	unknown	unknown	unknown
ASV2238	unknown	unknown	unknown	unknown	unknown
ASV2239	unknown	unknown	unknown	unknown	unknown
ASV2240	unknown	unknown	unknown	unknown	unknown
ASV2241	unknown	unknown	unknown	unknown	unknown
ASV2242	unknown	unknown	unknown	unknown	unknown
ASV2243	unknown	unknown	unknown	unknown	unknown
ASV2244	unknown	unknown	unknown	unknown	unknown
ASV2245	unknown	unknown	unknown	unknown	unknown
ASV2246	unknown	unknown	unknown	unknown	unknown
ASV2247	no	unknown	unknown	unknown	unknown
ASV2248	yes	mixed	unknown	unknown	unknown
ASV2249	unknown	unknown	unknown	unknown	unknown
ASV2250	unknown	unknown	unknown	unknown	unknown
ASV2251	unknown	unknown	unknown	unknown	unknown
ASV2252	unknown	unknown	unknown	unknown	unknown
ASV2253	unknown	unknown	unknown	unknown	unknown
ASV2254	unknown	unknown	unknown	unknown	unknown
ASV2255	unknown	unknown	unknown	unknown	unknown
ASV2256	unknown	unknown	unknown	unknown	unknown
ASV2257	unknown	unknown	unknown	unknown	unknown
ASV2258	unknown	unknown	unknown	unknown	unknown
ASV2259	unknown	unknown	unknown	unknown	unknown
ASV2260	unknown	unknown	unknown	unknown	unknown
ASV2261	unknown	unknown	unknown	unknown	unknown
ASV2262	unknown	unknown	unknown	unknown	unknown
ASV2263	unknown	unknown	unknown	unknown	unknown
ASV2264	unknown	unknown	unknown	unknown	unknown
ASV2265	unknown	unknown	unknown	unknown	unknown
ASV2266	unknown	unknown	unknown	unknown	unknown
ASV2267	unknown	unknown	unknown	unknown	unknown
ASV2268	unknown	unknown	unknown	unknown	unknown
ASV2269	unknown	unknown	unknown	unknown	unknown
ASV2270	unknown	unknown	unknown	unknown	unknown
ASV2271	unknown	unknown	unknown	unknown	unknown
ASV2272	unknown	unknown	unknown	unknown	unknown
ASV2273	unknown	unknown	unknown	unknown	unknown
ASV2274	unknown	unknown	unknown	unknown	unknown
ASV2275	yes	unknown	unknown	unknown	unknown
ASV2276	unknown	unknown	unknown	unknown	unknown
ASV2277	unknown	unknown	unknown	unknown	unknown
ASV2278	unknown	unknown	unknown	unknown	unknown
ASV2279	unknown	unknown	unknown	unknown	unknown
ASV2280	unknown	unknown	unknown	unknown	unknown
ASV2281	unknown	unknown	unknown	unknown	unknown
ASV2282	unknown	unknown	unknown	unknown	unknown
ASV2283	unknown	unknown	unknown	unknown	unknown
ASV2284	unknown	unknown	unknown	unknown	unknown
ASV2285	unknown	unknown	unknown	unknown	unknown
ASV2286	unknown	unknown	unknown	unknown	unknown
ASV2287	yes	anaerobe	positive	unknown	no
ASV2288	yes	mixed	unknown	unknown	unknown
ASV2289	yes	unknown	unknown	unknown	unknown
ASV2290	unknown	unknown	unknown	unknown	unknown
ASV2291	unknown	unknown	unknown	unknown	unknown
ASV2292	unknown	unknown	unknown	unknown	unknown
ASV2293	unknown	unknown	unknown	unknown	unknown
ASV2294	unknown	unknown	unknown	unknown	unknown
ASV2295	unknown	unknown	unknown	unknown	unknown
ASV2296	unknown	unknown	unknown	unknown	unknown
ASV2297	unknown	unknown	unknown	unknown	unknown
ASV2298	unknown	unknown	unknown	unknown	unknown
ASV2299	unknown	unknown	unknown	unknown	unknown
