	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV6127	unknown	unknown	unknown	unknown	unknown
ASV6128	unknown	unknown	unknown	unknown	unknown
ASV6129	unknown	unknown	unknown	unknown	unknown
ASV6130	unknown	unknown	unknown	unknown	unknown
ASV6131	unknown	unknown	unknown	unknown	unknown
ASV6132	unknown	unknown	unknown	unknown	unknown
ASV6133	unknown	unknown	unknown	unknown	unknown
ASV6134	unknown	unknown	unknown	unknown	unknown
ASV6137	unknown	unknown	unknown	unknown	unknown
ASV6138	unknown	unknown	unknown	unknown	unknown
ASV6139	unknown	unknown	unknown	unknown	unknown
ASV6140	unknown	unknown	unknown	unknown	unknown
ASV6141	unknown	unknown	unknown	unknown	unknown
ASV6142	unknown	unknown	unknown	unknown	unknown
ASV6143	unknown	unknown	unknown	unknown	unknown
ASV6144	unknown	unknown	unknown	unknown	unknown
ASV6146	unknown	unknown	unknown	unknown	unknown
ASV6151	unknown	unknown	unknown	unknown	unknown
ASV6152	unknown	unknown	unknown	unknown	unknown
ASV6153	unknown	unknown	unknown	unknown	unknown
ASV6154	unknown	unknown	unknown	unknown	unknown
ASV6155	unknown	unknown	unknown	unknown	unknown
ASV6156	unknown	unknown	unknown	unknown	unknown
ASV6157	unknown	unknown	unknown	unknown	unknown
ASV6158	unknown	unknown	unknown	unknown	unknown
ASV6159	unknown	unknown	unknown	unknown	unknown
ASV6160	unknown	unknown	unknown	unknown	unknown
ASV6161	unknown	unknown	unknown	unknown	unknown
ASV6162	unknown	unknown	unknown	unknown	unknown
ASV6163	unknown	unknown	unknown	unknown	unknown
ASV6164	unknown	unknown	unknown	unknown	unknown
ASV6165	unknown	unknown	unknown	unknown	unknown
ASV6166	unknown	unknown	unknown	unknown	unknown
ASV6167	unknown	unknown	unknown	unknown	unknown
ASV6168	unknown	unknown	unknown	unknown	unknown
ASV6169	unknown	unknown	unknown	unknown	unknown
ASV6170	unknown	unknown	unknown	unknown	unknown
ASV6171	unknown	unknown	unknown	unknown	unknown
ASV6172	unknown	unknown	unknown	unknown	unknown
ASV6173	unknown	unknown	unknown	unknown	unknown
ASV6174	unknown	unknown	unknown	unknown	unknown
ASV6175	unknown	unknown	unknown	unknown	unknown
ASV6176	unknown	unknown	unknown	unknown	unknown
ASV6177	unknown	unknown	unknown	unknown	unknown
ASV6178	unknown	unknown	unknown	unknown	unknown
ASV6179	unknown	unknown	unknown	unknown	unknown
ASV6180	unknown	unknown	unknown	unknown	unknown
ASV6181	unknown	unknown	unknown	unknown	unknown
ASV6182	unknown	unknown	unknown	unknown	unknown
ASV6183	unknown	unknown	unknown	unknown	unknown
ASV6184	unknown	unknown	unknown	unknown	unknown
ASV6185	unknown	unknown	unknown	unknown	unknown
ASV6186	unknown	unknown	unknown	unknown	unknown
ASV6187	unknown	unknown	unknown	unknown	unknown
ASV6188	unknown	unknown	unknown	unknown	unknown
ASV6189	unknown	unknown	unknown	unknown	unknown
ASV6190	unknown	unknown	unknown	unknown	unknown
ASV6191	unknown	unknown	unknown	unknown	unknown
ASV6192	unknown	unknown	unknown	unknown	unknown
ASV6193	unknown	unknown	unknown	unknown	unknown
ASV6194	unknown	unknown	unknown	unknown	unknown
ASV6195	unknown	unknown	unknown	unknown	unknown
ASV6196	unknown	unknown	unknown	unknown	unknown
ASV6197	unknown	unknown	unknown	unknown	unknown
ASV6198	unknown	unknown	unknown	unknown	unknown
ASV6199	unknown	unknown	unknown	unknown	unknown
ASV6200	unknown	unknown	unknown	unknown	unknown
ASV6201	unknown	unknown	unknown	unknown	unknown
ASV6202	unknown	unknown	unknown	unknown	unknown
ASV6203	unknown	unknown	unknown	unknown	unknown
ASV6204	unknown	unknown	unknown	unknown	unknown
ASV6205	unknown	unknown	unknown	unknown	unknown
ASV6206	unknown	unknown	unknown	unknown	unknown
ASV6207	unknown	unknown	unknown	unknown	unknown
ASV6208	unknown	unknown	unknown	unknown	unknown
ASV6209	unknown	unknown	unknown	unknown	unknown
ASV6210	unknown	unknown	unknown	unknown	unknown
ASV6211	unknown	unknown	unknown	unknown	unknown
ASV6212	unknown	unknown	unknown	unknown	unknown
ASV6213	unknown	unknown	unknown	unknown	unknown
ASV6214	unknown	unknown	unknown	unknown	unknown
ASV6215	unknown	unknown	unknown	unknown	unknown
ASV6216	unknown	unknown	unknown	unknown	unknown
ASV6217	unknown	unknown	unknown	unknown	unknown
ASV6218	unknown	unknown	unknown	unknown	unknown
ASV6219	unknown	unknown	unknown	unknown	unknown
ASV6220	unknown	unknown	unknown	unknown	unknown
ASV6221	unknown	unknown	unknown	unknown	unknown
ASV6222	unknown	unknown	unknown	unknown	unknown
ASV6223	unknown	unknown	unknown	unknown	unknown
ASV6224	unknown	unknown	unknown	unknown	unknown
ASV6225	unknown	unknown	unknown	unknown	unknown
ASV6226	unknown	unknown	unknown	unknown	unknown
ASV6227	unknown	unknown	unknown	unknown	unknown
ASV6228	unknown	unknown	unknown	unknown	unknown
ASV6229	unknown	unknown	unknown	unknown	unknown
ASV6230	unknown	unknown	unknown	unknown	unknown
ASV6231	unknown	unknown	unknown	unknown	unknown
ASV6232	unknown	unknown	unknown	unknown	unknown
ASV6233	unknown	unknown	unknown	unknown	unknown
ASV6234	unknown	unknown	unknown	unknown	unknown
ASV6235	unknown	unknown	unknown	unknown	unknown
ASV6236	unknown	unknown	unknown	unknown	unknown
ASV6237	unknown	unknown	unknown	unknown	unknown
ASV6238	unknown	unknown	unknown	unknown	unknown
ASV6239	unknown	unknown	unknown	unknown	unknown
ASV6240	unknown	unknown	unknown	unknown	unknown
ASV6241	unknown	unknown	unknown	unknown	unknown
ASV6242	unknown	unknown	unknown	unknown	unknown
ASV6243	unknown	unknown	unknown	unknown	unknown
ASV6244	unknown	unknown	unknown	unknown	unknown
ASV6245	unknown	unknown	unknown	unknown	unknown
ASV6246	unknown	unknown	unknown	unknown	unknown
ASV6247	unknown	unknown	unknown	unknown	unknown
ASV6248	unknown	unknown	unknown	unknown	unknown
ASV6249	unknown	unknown	unknown	unknown	unknown
ASV6250	unknown	unknown	unknown	unknown	unknown
ASV6251	unknown	unknown	unknown	unknown	unknown
ASV6252	unknown	unknown	unknown	unknown	unknown
ASV6253	unknown	unknown	unknown	unknown	unknown
ASV6254	unknown	unknown	unknown	unknown	unknown
ASV6255	unknown	unknown	unknown	unknown	unknown
ASV6256	yes	unknown	positive	unknown	no
ASV6257	unknown	unknown	unknown	unknown	unknown
ASV6258	unknown	unknown	unknown	unknown	unknown
ASV6261	unknown	unknown	unknown	unknown	unknown
ASV6262	unknown	unknown	unknown	unknown	unknown
ASV6263	unknown	unknown	unknown	unknown	unknown
ASV6264	unknown	unknown	unknown	unknown	unknown
ASV6265	unknown	unknown	unknown	unknown	unknown
ASV6266	unknown	unknown	unknown	unknown	unknown
ASV6267	unknown	unknown	unknown	unknown	unknown
ASV6268	unknown	unknown	unknown	unknown	unknown
ASV6269	unknown	unknown	unknown	unknown	unknown
ASV6270	unknown	unknown	unknown	unknown	unknown
ASV6271	unknown	unknown	unknown	unknown	unknown
ASV6272	unknown	unknown	unknown	unknown	unknown
ASV6273	unknown	unknown	unknown	unknown	unknown
ASV6274	unknown	unknown	unknown	unknown	unknown
ASV6275	unknown	unknown	unknown	unknown	unknown
ASV6276	unknown	unknown	unknown	unknown	unknown
ASV6277	unknown	unknown	unknown	unknown	unknown
ASV6278	unknown	unknown	unknown	unknown	unknown
ASV6279	unknown	unknown	unknown	unknown	unknown
ASV6280	unknown	unknown	unknown	unknown	unknown
ASV6281	unknown	unknown	unknown	unknown	unknown
ASV6282	unknown	unknown	unknown	unknown	unknown
ASV6283	unknown	unknown	unknown	unknown	unknown
ASV6284	unknown	unknown	unknown	unknown	unknown
ASV6286	unknown	unknown	unknown	unknown	unknown
ASV6287	unknown	unknown	unknown	unknown	unknown
ASV6288	unknown	unknown	unknown	unknown	unknown
ASV6294	unknown	unknown	unknown	unknown	unknown
ASV6295	unknown	unknown	unknown	unknown	unknown
ASV6296	unknown	unknown	unknown	unknown	unknown
ASV6297	unknown	unknown	unknown	unknown	unknown
ASV6298	unknown	unknown	unknown	unknown	unknown
ASV6299	unknown	unknown	unknown	unknown	unknown
ASV6300	unknown	unknown	unknown	unknown	unknown
ASV6301	unknown	unknown	unknown	unknown	unknown
ASV6302	unknown	unknown	unknown	unknown	unknown
ASV6303	unknown	unknown	unknown	unknown	unknown
ASV6304	unknown	unknown	unknown	unknown	unknown
ASV6305	unknown	unknown	unknown	unknown	unknown
ASV6306	unknown	unknown	unknown	unknown	unknown
ASV6307	unknown	unknown	unknown	unknown	unknown
ASV6308	unknown	unknown	unknown	unknown	unknown
ASV6309	unknown	unknown	unknown	unknown	unknown
ASV6310	unknown	unknown	unknown	unknown	unknown
ASV6311	unknown	unknown	unknown	unknown	unknown
ASV6312	unknown	unknown	unknown	unknown	unknown
ASV6313	unknown	unknown	unknown	unknown	unknown
ASV6314	unknown	unknown	unknown	unknown	unknown
ASV6315	unknown	unknown	unknown	unknown	unknown
ASV6316	unknown	unknown	unknown	unknown	unknown
ASV6317	unknown	unknown	unknown	unknown	unknown
ASV6318	unknown	unknown	unknown	unknown	unknown
ASV6319	unknown	unknown	unknown	unknown	unknown
ASV6320	unknown	unknown	unknown	unknown	unknown
ASV6321	unknown	unknown	unknown	unknown	unknown
ASV6322	unknown	unknown	unknown	unknown	unknown
ASV6323	unknown	unknown	unknown	unknown	unknown
ASV6324	unknown	unknown	unknown	unknown	unknown
ASV6325	unknown	unknown	unknown	unknown	unknown
ASV6326	unknown	unknown	unknown	unknown	unknown
ASV6327	unknown	unknown	unknown	unknown	unknown
ASV6328	unknown	unknown	unknown	unknown	unknown
ASV6329	unknown	unknown	unknown	unknown	unknown
ASV6330	unknown	unknown	unknown	unknown	unknown
ASV6331	unknown	unknown	unknown	unknown	unknown
ASV6332	unknown	unknown	unknown	unknown	unknown
ASV6333	unknown	unknown	unknown	unknown	unknown
ASV6334	unknown	unknown	unknown	unknown	unknown
ASV6335	unknown	unknown	unknown	unknown	unknown
ASV6336	unknown	unknown	unknown	unknown	unknown
ASV6337	unknown	unknown	unknown	unknown	unknown
ASV6338	unknown	unknown	unknown	unknown	unknown
ASV6339	unknown	unknown	unknown	unknown	unknown
ASV6340	unknown	unknown	unknown	unknown	unknown
ASV6341	unknown	unknown	unknown	unknown	unknown
ASV6342	unknown	unknown	unknown	unknown	unknown
ASV6343	unknown	unknown	unknown	unknown	unknown
ASV6344	unknown	unknown	unknown	unknown	unknown
ASV6345	unknown	unknown	unknown	unknown	unknown
ASV6346	unknown	unknown	unknown	unknown	unknown
ASV6347	unknown	unknown	unknown	unknown	unknown
ASV6348	unknown	unknown	unknown	unknown	unknown
ASV6349	unknown	unknown	unknown	unknown	unknown
ASV6350	unknown	unknown	unknown	unknown	unknown
ASV6351	unknown	unknown	unknown	unknown	unknown
ASV6352	unknown	unknown	unknown	unknown	unknown
ASV6353	unknown	unknown	unknown	unknown	unknown
ASV6354	unknown	unknown	unknown	unknown	unknown
ASV6355	unknown	unknown	unknown	unknown	unknown
ASV6356	unknown	unknown	unknown	unknown	unknown
ASV6357	unknown	unknown	unknown	unknown	unknown
ASV6358	unknown	unknown	unknown	unknown	unknown
ASV6359	unknown	unknown	unknown	unknown	unknown
ASV6360	unknown	unknown	unknown	unknown	unknown
ASV6361	unknown	unknown	unknown	unknown	unknown
ASV6362	unknown	unknown	unknown	unknown	unknown
ASV6363	unknown	unknown	unknown	unknown	unknown
ASV6364	unknown	unknown	unknown	unknown	unknown
ASV6365	unknown	unknown	unknown	unknown	unknown
ASV6366	unknown	unknown	unknown	unknown	unknown
ASV6367	unknown	unknown	unknown	unknown	unknown
ASV6368	unknown	unknown	unknown	unknown	unknown
ASV6369	unknown	unknown	unknown	unknown	unknown
ASV6370	unknown	unknown	unknown	unknown	unknown
ASV6371	unknown	unknown	unknown	unknown	unknown
ASV6372	unknown	unknown	unknown	unknown	unknown
ASV6373	unknown	unknown	unknown	unknown	unknown
ASV6374	unknown	unknown	unknown	unknown	unknown
ASV6375	unknown	unknown	unknown	unknown	unknown
ASV6376	unknown	unknown	unknown	unknown	unknown
ASV6377	unknown	unknown	unknown	unknown	unknown
ASV6378	unknown	unknown	unknown	unknown	unknown
ASV6379	unknown	unknown	unknown	unknown	unknown
ASV6380	unknown	unknown	unknown	unknown	unknown
ASV6381	unknown	unknown	unknown	unknown	unknown
ASV6382	unknown	unknown	unknown	unknown	unknown
ASV6383	unknown	unknown	unknown	unknown	unknown
ASV6384	unknown	unknown	unknown	unknown	unknown
ASV6385	unknown	unknown	unknown	unknown	unknown
ASV6386	unknown	unknown	unknown	unknown	unknown
ASV6387	unknown	unknown	unknown	unknown	unknown
ASV6388	unknown	unknown	unknown	unknown	unknown
ASV6389	unknown	unknown	unknown	unknown	unknown
ASV6390	unknown	unknown	unknown	unknown	unknown
ASV6391	unknown	unknown	unknown	unknown	unknown
ASV6392	unknown	unknown	unknown	unknown	unknown
ASV6393	unknown	unknown	unknown	unknown	unknown
ASV6394	unknown	unknown	unknown	unknown	unknown
ASV6395	unknown	unknown	unknown	unknown	unknown
ASV6396	unknown	unknown	unknown	unknown	unknown
ASV6397	unknown	unknown	unknown	unknown	unknown
ASV6398	unknown	unknown	unknown	unknown	unknown
ASV6399	unknown	unknown	unknown	unknown	unknown
ASV6400	unknown	unknown	unknown	unknown	unknown
ASV6401	unknown	unknown	unknown	unknown	unknown
ASV6402	unknown	unknown	unknown	unknown	unknown
ASV6403	unknown	unknown	unknown	unknown	unknown
ASV6404	unknown	unknown	unknown	unknown	unknown
ASV6405	unknown	unknown	unknown	unknown	unknown
ASV6406	unknown	unknown	unknown	unknown	unknown
ASV6407	unknown	unknown	unknown	unknown	unknown
ASV6408	unknown	unknown	unknown	unknown	unknown
ASV6409	unknown	unknown	unknown	unknown	unknown
ASV6410	unknown	unknown	unknown	unknown	unknown
ASV6411	unknown	unknown	unknown	unknown	unknown
ASV6412	unknown	unknown	unknown	unknown	unknown
ASV6413	unknown	unknown	unknown	unknown	unknown
ASV6414	unknown	unknown	unknown	unknown	unknown
ASV6415	unknown	unknown	unknown	unknown	unknown
ASV6416	unknown	unknown	unknown	unknown	unknown
ASV6417	unknown	unknown	unknown	unknown	unknown
ASV6418	unknown	unknown	unknown	unknown	unknown
ASV6419	unknown	unknown	unknown	unknown	unknown
ASV6420	unknown	unknown	unknown	unknown	unknown
ASV6421	unknown	unknown	unknown	unknown	unknown
ASV6422	unknown	unknown	unknown	unknown	unknown
ASV6423	unknown	unknown	unknown	unknown	unknown
ASV6424	unknown	unknown	unknown	unknown	unknown
ASV6425	unknown	unknown	unknown	unknown	unknown
ASV6426	unknown	unknown	unknown	unknown	unknown
ASV6427	unknown	unknown	unknown	unknown	unknown
ASV6428	unknown	unknown	unknown	unknown	unknown
ASV6429	unknown	unknown	unknown	unknown	unknown
ASV6430	unknown	unknown	unknown	unknown	unknown
ASV6431	unknown	unknown	unknown	unknown	unknown
ASV6432	unknown	unknown	unknown	unknown	unknown
ASV6433	unknown	unknown	unknown	unknown	unknown
ASV6434	unknown	unknown	unknown	unknown	unknown
ASV6435	unknown	unknown	unknown	unknown	unknown
ASV6436	unknown	unknown	unknown	unknown	unknown
ASV6437	unknown	unknown	unknown	unknown	unknown
ASV6438	unknown	unknown	unknown	unknown	unknown
ASV6439	unknown	unknown	unknown	unknown	unknown
ASV6440	unknown	unknown	unknown	unknown	unknown
ASV6441	unknown	unknown	unknown	unknown	unknown
ASV6442	unknown	unknown	unknown	unknown	unknown
ASV6443	unknown	unknown	unknown	unknown	unknown
ASV6444	unknown	unknown	unknown	unknown	unknown
ASV6445	unknown	unknown	unknown	unknown	unknown
ASV6446	unknown	unknown	unknown	unknown	unknown
ASV6447	unknown	unknown	unknown	unknown	unknown
ASV6448	unknown	unknown	unknown	unknown	unknown
ASV6449	unknown	unknown	unknown	unknown	unknown
ASV6450	unknown	unknown	unknown	unknown	unknown
ASV6451	unknown	unknown	unknown	unknown	unknown
ASV6452	unknown	unknown	unknown	unknown	unknown
ASV6453	unknown	unknown	unknown	unknown	unknown
ASV6454	unknown	unknown	unknown	unknown	unknown
ASV6455	unknown	unknown	unknown	unknown	unknown
ASV6456	unknown	unknown	unknown	unknown	unknown
ASV6457	unknown	unknown	unknown	unknown	unknown
ASV6458	unknown	unknown	unknown	unknown	unknown
ASV6459	unknown	unknown	unknown	unknown	unknown
ASV6460	unknown	unknown	unknown	unknown	unknown
ASV6461	unknown	unknown	unknown	unknown	unknown
ASV6462	unknown	unknown	unknown	unknown	unknown
ASV6463	unknown	unknown	unknown	unknown	unknown
ASV6464	unknown	unknown	unknown	unknown	unknown
ASV6465	unknown	unknown	unknown	unknown	unknown
ASV6466	unknown	unknown	unknown	unknown	unknown
ASV6467	unknown	unknown	unknown	unknown	unknown
ASV6468	unknown	unknown	unknown	unknown	unknown
ASV6469	unknown	unknown	unknown	unknown	unknown
ASV6470	unknown	unknown	unknown	unknown	unknown
ASV6471	unknown	unknown	unknown	unknown	unknown
ASV6472	unknown	unknown	unknown	unknown	unknown
ASV6473	unknown	unknown	unknown	unknown	unknown
ASV6474	unknown	unknown	unknown	unknown	unknown
ASV6475	unknown	unknown	unknown	unknown	unknown
ASV6476	unknown	unknown	unknown	unknown	unknown
ASV6477	unknown	unknown	unknown	unknown	unknown
ASV6478	unknown	unknown	unknown	unknown	unknown
ASV6479	unknown	unknown	unknown	unknown	unknown
ASV6480	unknown	unknown	unknown	unknown	unknown
ASV6481	unknown	unknown	unknown	unknown	unknown
ASV6482	unknown	unknown	unknown	unknown	unknown
ASV6483	unknown	unknown	unknown	unknown	unknown
ASV6484	unknown	unknown	unknown	unknown	unknown
ASV6485	unknown	unknown	unknown	unknown	unknown
ASV6486	unknown	unknown	unknown	unknown	unknown
ASV6487	unknown	unknown	unknown	unknown	unknown
ASV6488	unknown	unknown	unknown	unknown	unknown
ASV6489	unknown	unknown	unknown	unknown	unknown
ASV6490	unknown	unknown	unknown	unknown	unknown
ASV6491	unknown	unknown	unknown	unknown	unknown
ASV6492	unknown	unknown	unknown	unknown	unknown
ASV6493	unknown	unknown	unknown	unknown	unknown
ASV6494	unknown	unknown	unknown	unknown	unknown
ASV6495	unknown	unknown	unknown	unknown	unknown
ASV6496	unknown	unknown	unknown	unknown	unknown
ASV6497	unknown	unknown	unknown	unknown	unknown
ASV6498	unknown	unknown	unknown	unknown	unknown
ASV6499	unknown	unknown	unknown	unknown	unknown
ASV6500	unknown	unknown	unknown	unknown	unknown
ASV6501	unknown	unknown	unknown	unknown	unknown
ASV6504	unknown	unknown	unknown	unknown	unknown
ASV6505	unknown	unknown	unknown	unknown	unknown
ASV6506	unknown	unknown	unknown	unknown	unknown
ASV6507	unknown	unknown	unknown	unknown	unknown
ASV6508	unknown	unknown	unknown	unknown	unknown
ASV6509	unknown	unknown	unknown	unknown	unknown
ASV6510	unknown	unknown	unknown	unknown	unknown
ASV6511	unknown	unknown	unknown	unknown	unknown
ASV6512	unknown	unknown	unknown	unknown	unknown
ASV6513	unknown	unknown	unknown	unknown	unknown
ASV6514	unknown	unknown	unknown	unknown	unknown
ASV6515	unknown	unknown	unknown	unknown	unknown
ASV6516	unknown	unknown	unknown	unknown	unknown
ASV6517	unknown	unknown	unknown	unknown	unknown
ASV6518	unknown	unknown	unknown	unknown	unknown
ASV6519	unknown	unknown	unknown	unknown	unknown
ASV6520	unknown	unknown	unknown	unknown	unknown
ASV6521	unknown	unknown	unknown	unknown	unknown
ASV6522	unknown	unknown	unknown	unknown	unknown
ASV6523	unknown	unknown	unknown	unknown	unknown
ASV6524	unknown	unknown	unknown	unknown	unknown
ASV6525	unknown	unknown	unknown	unknown	unknown
ASV6526	unknown	unknown	unknown	unknown	unknown
ASV6527	unknown	unknown	unknown	unknown	unknown
ASV6528	unknown	unknown	unknown	unknown	unknown
ASV6529	unknown	unknown	unknown	unknown	unknown
ASV6530	unknown	unknown	unknown	unknown	unknown
ASV6531	unknown	unknown	unknown	unknown	unknown
ASV6532	unknown	unknown	unknown	unknown	unknown
ASV6533	unknown	unknown	unknown	unknown	unknown
ASV6540	unknown	unknown	unknown	unknown	unknown
ASV6541	unknown	unknown	unknown	unknown	unknown
ASV6542	unknown	unknown	unknown	unknown	unknown
ASV6543	unknown	unknown	unknown	unknown	unknown
ASV6544	unknown	unknown	unknown	unknown	unknown
ASV6545	unknown	unknown	unknown	unknown	unknown
ASV6546	unknown	unknown	unknown	unknown	unknown
ASV6547	unknown	unknown	unknown	unknown	unknown
ASV6548	unknown	unknown	unknown	unknown	unknown
ASV6549	unknown	unknown	unknown	unknown	unknown
ASV6550	unknown	unknown	unknown	unknown	unknown
ASV6551	unknown	unknown	unknown	unknown	unknown
ASV6552	unknown	unknown	unknown	unknown	unknown
ASV6553	unknown	unknown	unknown	unknown	unknown
ASV6554	unknown	unknown	unknown	unknown	unknown
ASV6555	unknown	unknown	unknown	unknown	unknown
ASV6556	unknown	unknown	unknown	unknown	unknown
ASV6557	unknown	unknown	unknown	unknown	unknown
ASV6558	unknown	unknown	unknown	unknown	unknown
ASV6559	unknown	unknown	unknown	unknown	unknown
ASV6560	unknown	unknown	unknown	unknown	unknown
ASV6561	unknown	unknown	unknown	unknown	unknown
ASV6562	unknown	unknown	unknown	unknown	unknown
ASV6563	unknown	unknown	unknown	unknown	unknown
ASV6564	unknown	unknown	unknown	unknown	unknown
ASV6565	unknown	unknown	unknown	unknown	unknown
ASV6566	unknown	unknown	unknown	unknown	unknown
ASV6567	unknown	unknown	unknown	unknown	unknown
ASV6568	unknown	unknown	unknown	unknown	unknown
ASV6569	unknown	unknown	unknown	unknown	unknown
ASV6570	unknown	unknown	unknown	unknown	unknown
ASV6571	unknown	unknown	unknown	unknown	unknown
ASV6572	unknown	unknown	unknown	unknown	unknown
ASV6574	unknown	unknown	unknown	unknown	unknown
ASV6575	unknown	unknown	unknown	unknown	unknown
ASV6576	unknown	unknown	unknown	unknown	unknown
ASV6577	unknown	unknown	unknown	unknown	unknown
ASV6578	unknown	unknown	unknown	unknown	unknown
ASV6579	unknown	unknown	unknown	unknown	unknown
ASV6580	unknown	unknown	unknown	unknown	unknown
ASV6581	unknown	unknown	unknown	unknown	unknown
ASV6582	unknown	unknown	unknown	unknown	unknown
ASV6587	unknown	unknown	unknown	unknown	unknown
ASV6588	unknown	unknown	unknown	unknown	unknown
ASV6589	unknown	unknown	unknown	unknown	unknown
ASV6590	unknown	unknown	unknown	unknown	unknown
ASV6591	unknown	unknown	unknown	unknown	unknown
ASV6595	unknown	unknown	unknown	unknown	unknown
ASV6596	unknown	unknown	unknown	unknown	unknown
ASV6597	unknown	unknown	unknown	unknown	unknown
ASV6598	unknown	unknown	unknown	unknown	unknown
ASV6599	unknown	unknown	unknown	unknown	unknown
ASV6600	unknown	unknown	unknown	unknown	unknown
ASV6601	unknown	unknown	unknown	unknown	unknown
ASV6602	unknown	unknown	unknown	unknown	unknown
ASV6603	unknown	unknown	unknown	unknown	unknown
ASV6604	unknown	unknown	unknown	unknown	unknown
ASV6605	unknown	unknown	unknown	unknown	unknown
ASV6608	unknown	unknown	unknown	unknown	unknown
ASV6609	unknown	unknown	unknown	unknown	unknown
ASV6610	unknown	unknown	unknown	unknown	unknown
ASV6611	unknown	unknown	unknown	unknown	unknown
ASV6612	unknown	unknown	unknown	unknown	unknown
ASV6613	unknown	unknown	unknown	unknown	unknown
ASV6614	unknown	unknown	unknown	unknown	unknown
ASV6615	unknown	unknown	unknown	unknown	unknown
ASV6616	unknown	unknown	unknown	unknown	unknown
ASV6617	unknown	unknown	unknown	unknown	unknown
ASV6618	unknown	unknown	unknown	unknown	unknown
ASV6619	unknown	unknown	unknown	unknown	unknown
ASV6620	unknown	unknown	unknown	unknown	unknown
ASV6621	unknown	unknown	unknown	unknown	unknown
ASV6622	unknown	unknown	unknown	unknown	unknown
ASV6623	unknown	unknown	unknown	unknown	unknown
ASV6624	unknown	unknown	unknown	unknown	unknown
ASV6625	unknown	unknown	unknown	unknown	unknown
ASV6626	unknown	unknown	unknown	unknown	unknown
ASV6627	unknown	unknown	unknown	unknown	unknown
ASV6628	unknown	unknown	unknown	unknown	unknown
ASV6629	unknown	unknown	unknown	unknown	unknown
ASV6630	unknown	unknown	unknown	unknown	unknown
ASV6631	unknown	unknown	unknown	unknown	unknown
ASV6632	unknown	unknown	unknown	unknown	unknown
ASV6633	unknown	unknown	unknown	unknown	unknown
ASV6634	unknown	unknown	unknown	unknown	unknown
ASV6635	unknown	unknown	unknown	unknown	unknown
ASV6636	unknown	unknown	unknown	unknown	unknown
ASV6637	unknown	unknown	unknown	unknown	unknown
ASV6638	unknown	unknown	unknown	unknown	unknown
ASV6639	yes	anaerobe	negative	unknown	unknown
ASV6640	unknown	unknown	unknown	unknown	unknown
ASV6641	unknown	unknown	unknown	unknown	unknown
ASV6642	unknown	unknown	unknown	unknown	unknown
ASV6643	unknown	unknown	unknown	unknown	unknown
ASV6644	unknown	unknown	unknown	unknown	unknown
ASV6645	unknown	unknown	unknown	unknown	unknown
ASV6646	unknown	unknown	unknown	unknown	unknown
ASV6647	unknown	unknown	unknown	unknown	unknown
ASV6648	unknown	unknown	unknown	unknown	unknown
ASV6649	unknown	unknown	unknown	unknown	unknown
ASV6650	unknown	unknown	unknown	unknown	unknown
ASV6651	unknown	unknown	unknown	unknown	unknown
ASV6652	unknown	unknown	unknown	unknown	unknown
ASV6653	unknown	unknown	unknown	unknown	unknown
ASV6654	unknown	unknown	unknown	unknown	unknown
ASV6655	unknown	unknown	unknown	unknown	unknown
ASV6656	unknown	unknown	unknown	unknown	unknown
ASV6657	unknown	unknown	unknown	unknown	unknown
ASV6658	unknown	unknown	unknown	unknown	unknown
ASV6659	unknown	unknown	unknown	unknown	unknown
ASV6660	unknown	unknown	unknown	unknown	unknown
ASV6661	unknown	unknown	unknown	unknown	unknown
ASV6662	unknown	unknown	unknown	unknown	unknown
ASV6663	unknown	unknown	unknown	unknown	unknown
ASV6664	unknown	unknown	unknown	unknown	unknown
ASV6665	unknown	unknown	unknown	unknown	unknown
ASV6666	unknown	unknown	unknown	unknown	unknown
ASV6667	unknown	unknown	unknown	unknown	unknown
ASV6668	unknown	unknown	unknown	unknown	unknown
ASV6669	unknown	unknown	unknown	unknown	unknown
ASV6670	unknown	unknown	unknown	unknown	unknown
ASV6671	unknown	unknown	unknown	unknown	unknown
ASV6672	unknown	unknown	unknown	unknown	unknown
ASV6673	unknown	unknown	unknown	unknown	unknown
ASV6674	unknown	unknown	unknown	unknown	unknown
ASV6675	unknown	unknown	unknown	unknown	unknown
ASV6676	unknown	unknown	unknown	unknown	unknown
ASV6677	yes	microaerophile	unknown	yes	unknown
ASV6678	unknown	unknown	unknown	unknown	unknown
ASV6679	unknown	unknown	unknown	unknown	unknown
ASV6680	unknown	unknown	unknown	unknown	unknown
ASV6681	unknown	unknown	unknown	unknown	unknown
ASV6682	unknown	unknown	unknown	unknown	unknown
ASV6683	unknown	unknown	unknown	unknown	unknown
ASV6684	unknown	unknown	unknown	unknown	unknown
ASV6685	unknown	unknown	unknown	unknown	unknown
ASV6686	unknown	unknown	unknown	unknown	unknown
ASV6687	unknown	unknown	unknown	unknown	unknown
ASV6688	unknown	unknown	unknown	unknown	unknown
ASV6689	unknown	unknown	unknown	unknown	unknown
ASV6690	unknown	unknown	unknown	unknown	unknown
ASV6691	unknown	unknown	unknown	unknown	unknown
ASV6692	unknown	unknown	unknown	unknown	unknown
ASV6693	unknown	unknown	unknown	unknown	unknown
