Mycoplasma falconis
Odoribacter laneus
Alistipes massiliensis
Varibaculum timonense
Pedobacter panaciterrae
Anaerofustis stercorihominis
Harryflintia acetispora
Lachnoclostridium urinimassiliense
Campylobacter ureolyticus
Rothia mucilaginosa
Lentimicrobium saccharophilum
Sphingomonas yunnanensis
Bacteroides coprophilus
Angelakisella massiliensis
Mailhella massiliensis
Facklamia languida
Bergeyella zoohelcum
